"","clust","nh","land_in_acre","agri1c","profit_per_acre"
"431",4402,16,0.05,2363307.04761905,47266140.9523809
"432",4402,18,0.09375,2820266.33333333,30082840.8888889
"433",4402,19,0.1625,1053825,6485076.92307692
"434",4402,20,0.1,140246.916666667,1402469.16666667
"435",4402,4,20,2109427.66666667,105471.383333333
"436",4405,1,0.1377411,1644614.28571429,11939895.1054862
"437",4405,10,20,3611571.42857143,180578.571428571
"438",4405,11,0.0625,1754182.14285714,28066914.2857143
"439",4405,12,30,1050914.28571429,35030.4761904762
"440",4405,13,0.25,359719.047619048,1438876.19047619
"441",4405,14,10,745083.571428571,74508.3571428571
"442",4405,16,0.09375,1384907.26190476,14772344.1269841
"443",4405,17,16,3103522.97619048,193970.186011905
"444",4405,18,0.125,5401929,43215432
"445",4405,19,0.1875,2612553.57142857,13933619.047619
"446",4405,2,10,975173.809523809,97517.3809523809
"447",4405,20,14,2101282.5,150091.607142857
"448",4405,3,0.15625,1778202.14285714,11380493.7142857
"449",4405,4,0.1375,2195535.71428571,15967532.4675325
"450",4405,5,0.125,2644116.42857143,21152931.4285714
"451",4405,6,0.0625,4004098.57142857,64065577.1428571
"452",4405,7,11,589355,53577.7272727273
"453",4405,8,19,1333232.14285714,70170.1127819549
"454",4405,9,0.03125,1665423.57142857,53293554.2857143
"455",4408,10,0.00625,564904.523809524,90384723.8095238
"456",4408,15,1,1318548.63944702,1318548.63944702
"457",4412,12,3,462193.809523809,154064.603174603
"458",4412,13,5,2147066.28571429,429413.257142857
"459",4412,15,3,4505492.52380952,1501830.84126984
"460",4412,17,5,1417750,283550
"461",4412,19,1,302504.523809524,302504.523809524
"462",4412,4,23,4324665.71428571,188028.944099379
"463",4412,6,6,521321.428571429,86886.9047619048
"464",4412,7,2,1015333.45238095,507666.726190476
"465",4412,8,3,1403781.16666667,467927.055555556
"466",4412,9,22,4431151.42857143,201415.974025974
"467",4415,12,0.00625,1379038.57142857,220646171.428571
"468",4415,13,20,920292,46014.6
"469",4415,15,32,2273458.33333333,71045.5729166667
"470",4415,16,5,3178332.59047619,635666.518095238
"471",4415,20,15,732412.619047619,48827.5079365079
"472",4415,6,9,-649993.611853879,-72221.5124282088
"473",4415,7,13,496339.285714286,38179.9450549451
"474",4415,8,7,-810769.761904762,-115824.25170068
"475",4419,19,0.49586796,2312271.9047619,4663079.87465434
"476",4419,21,4,2127814.28571429,531953.571428571
"477",4419,22,15,1758211.66666667,117214.111111111
"478",4419,4,2,-28209.2857142857,-14104.6428571429
"479",4419,6,12,3251795.71428571,270982.976190476
"480",4419,8,0.05509644,1532671.30952381,27817973.5301194
"481",4422,1,13,6908104.28571429,531392.637362637
"482",4422,10,10,1480419.04761905,148041.904761905
"483",4422,11,24,2802685.71428571,116778.571428571
"484",4422,12,3,1488959.28571429,496319.761904762
"485",4422,13,4,1814709.58925457,453677.397313641
"486",4422,14,7,4972430.95238095,710347.278911565
"487",4422,16,12,3014341.66666667,251195.138888889
"488",4422,19,15,4894606.66666667,326307.111111111
"489",4422,2,13,6995171.42857143,538090.10989011
"490",4422,20,118,1667611.9047619,14132.3042776433
"491",4422,4,4,1380284.76190476,345071.19047619
"492",4422,5,15,2459854.28571429,163990.285714286
"493",4422,6,2,2447520.23809524,1223760.11904762
"494",4422,7,10,1306857.14285714,130685.714285714
"495",4422,9,1,11000,11000
"496",4425,14,1,563484.523809524,563484.523809524
"497",4425,19,1.32231456,185809.523809524,140518.398140851
"498",4425,4,0.05509644,247944.523809524,4500191.37006899
"499",4425,8,0.11019288,278904.142857143,2531054.11944168
"500",4429,1,0.03673096,824232.142857143,22439711.4275571
"501",4429,10,4,3237759.14285714,809439.785714286
"502",4429,11,20,2189819.97619048,109490.998809524
"503",4429,14,0.00918274,969990.476190476,105631922.083221
"504",4429,20,0.01836548,2405077.17415625,130956401.583637
"505",4429,25,0.03673096,1811769.71428571,49325411.4318198
"506",4433,1,0.60606084,6310595.23809524,10412478.1236406
"507",4433,10,0.17447206,1697946.42857143,9731910.24724204
"508",4433,11,0.02754822,678207.142857143,24618909.7828151
"509",4433,15,0.0918274,12230195.5952381,133186778.622046
"510",4433,16,0.07346192,391828.571428571,5333764.36973838
"511",4433,18,0.0459137,964944.285714286,21016478.4304965
"512",4433,2,0.0459137,4510299.28571429,98234280.5244249
"513",4433,20,0.06427918,6503937.9085213,101182652.120349
"514",4433,4,0.2754822,1893875.79759828,6874766.4916219
"515",4433,5,0.20202028,1940714.78503633,9606534.47780753
"516",4433,7,1.6528932,3224407.61904762,1950765.85652819
"517",4433,8,0.02754822,422798.333333333,15347573.5758366
"518",4433,9,9.38476028,3013500,321105.697971009
"519",4435,10,0.11019288,660624.761904762,5995167.4001511
"520",4435,11,0.03673096,785146.666666667,21375609.7490146
"521",4435,18,0.42240604,995573.809523809,2356911.86973512
"522",4435,6,0.3673096,2674102.63005645,7280241.60015543
"523",4435,7,0.15610658,504227.821428571,3230022.85636244
"524",4435,8,24,1578325,65763.5416666667
"525",4439,1,3,42180.1602564103,14060.0534188034
"526",4439,12,1,4529441.26847,4529441.26847
"527",4439,13,2,150501.013333333,75250.5066666666
"528",4439,15,1,-108250,-108250
"529",4439,17,1,328445,328445
"530",4439,18,1,11465.2380952381,11465.2380952381
"531",4439,2,2,1120647.61904762,560323.80952381
"532",4439,20,2,20440,10220
"533",4439,21,1,92490,92490
"534",4439,7,10,58546.6666666667,5854.66666666667
"535",4439,9,2,94901,47450.5
"536",4442,15,0.22038576,399828.571428571,1814221.44256767
"537",4442,16,0.07346192,-73088.5714285714,-994917.79453316
"538",4442,18,0.0918274,-25042.8571428571,-272716.609017103
"539",4442,21,0.00918274,-85642.8571428571,-9326503.54282678
"540",4445,10,0.22038576,1263205,5731790.47502888
"541",4445,12,0.1836548,730566.428571429,3977932.66808942
"542",4445,14,1.57024854,1123606.36904762,715559.569345385
"543",4445,2,0.23875124,276239.523809524,1157018.17427011
"544",4445,4,0.4132233,840325,2033585.71503591
