nh,clust,Amount_withdrawn_from_savings,Honey,land_in_acre,agri1c,profit_per_acre
16,4885,0,0,7,755152.380952381,107878.911564626
16,4905,0,0,2,325877.380952381,162938.69047619
16,4939,470000,0,140,5783150.51960784,41308.2179971989
16,4962,0,0,0.025,-117321.428571429,-4692857.14285714
17,4002,0,0,0.0625,338761.666666667,5420186.66666667
17,4005,0,0,0.25,120133.333333333,480533.333333333
17,4049,0,0,0.01875,476009.233333333,25387159.1111111
17,4062,0,0,16,2423195.22857143,151449.701785714
17,4359,10000,0,0.05625,1136433.33333333,20203259.2592593
17,4369,1e+05,0,12,2408281.78571429,200690.148809524
17,4372,0,0,18,2655933.33333333,147551.851851852
17,4375,0,0,0.0375,246548.5,6574626.66666667
17,4379,1600000,0,12,3054737.93576517,254561.494647097
17,4385,5e+06,0,10,3449022.38095238,344902.238095238
17,4405,0,0,16,3103522.97619048,193970.186011905
17,4462,0,0,0.2125,2961313.14285714,13935591.2605042
17,4465,8e+05,0,19,2411750.95238095,126934.260651629
17,4482,0,0,200,3569714.76190476,17848.5738095238
17,4495,4e+05,0,0.09375,4332985.16666667,46218508.4444444
17,4579,0,0,12,4011205.71428571,334267.142857143
17,4592,360000,0,0.1836548,262256.666666667,1427986.99879702
17,4612,2e+05,0,25,1190441.9047619,47617.6761904762
17,4622,0,0,27,6433476.19047619,238276.895943563
17,4665,5200000,0,216,775670.317493107,3591.06628469031
17,4672,0,0,12,403285.833333333,33607.1527777778
17,4755,4e+05,0,50,2769428.78571429,55388.5757142857
17,4755,3e+05,0,50,2769428.78571429,55388.5757142857
17,4790,0,0,10,694746.666666667,69474.6666666667
17,4792,1e+05,0,0.459137,2105440.95238095,4585648.62422535
17,4792,2e+05,0,0.459137,2105440.95238095,4585648.62422535
17,4822,58000,0,14,1278314.04761905,91308.1462585034
17,4859,0,0,7,121243.095238095,17320.4421768707
17,4862,0,0,4,-91250,-22812.5
17,4862,0,0,4,-91250,-22812.5
17,4862,0,0,4,-91250,-22812.5
17,4862,0,0,4,-91250,-22812.5
17,4862,0,0,4,-91250,-22812.5
17,4862,0,0,4,-91250,-22812.5
17,4879,0,0,4,312043.095238095,78010.7738095238
17,4879,0,0,4,312043.095238095,78010.7738095238
17,4879,0,0,4,312043.095238095,78010.7738095238
17,4879,0,0,4,312043.095238095,78010.7738095238
17,4879,0,0,4,312043.095238095,78010.7738095238
17,4879,0,0,4,312043.095238095,78010.7738095238
17,4882,0,0,1,-19201.9047619048,-19201.9047619048
17,4882,0,0,1,-19201.9047619048,-19201.9047619048
17,4882,0,0,1,-19201.9047619048,-19201.9047619048
17,4882,0,0,1,-19201.9047619048,-19201.9047619048
17,4882,0,0,1,-19201.9047619048,-19201.9047619048
17,4882,0,0,1,-19201.9047619048,-19201.9047619048
17,4885,0,0,6,464688.571428571,77448.0952380952
17,4905,0,0,6,221989.404761905,36998.2341269841
17,4959,0,0,12,962022.619047619,80168.5515873016
17,4959,0,0,12,962022.619047619,80168.5515873016
17,4959,0,0,12,962022.619047619,80168.5515873016
17,4959,0,0,12,962022.619047619,80168.5515873016
17,4959,0,0,12,962022.619047619,80168.5515873016
17,4959,0,0,12,962022.619047619,80168.5515873016
17,4985,0,0,2,-26642.8571428571,-13321.4285714286
17,4985,0,0,2,-26642.8571428571,-13321.4285714286
17,4985,0,0,2,-26642.8571428571,-13321.4285714286
17,4985,0,0,2,-26642.8571428571,-13321.4285714286
17,4985,0,0,2,-26642.8571428571,-13321.4285714286
17,4985,0,0,2,-26642.8571428571,-13321.4285714286
17,4995,0,0,6,192949.047619048,32158.1746031746
17,4995,0,0,6,192949.047619048,32158.1746031746
17,4995,0,0,6,192949.047619048,32158.1746031746
17,4995,40000,0,6,192949.047619048,32158.1746031746
17,4995,0,0,6,192949.047619048,32158.1746031746
17,4995,0,0,6,192949.047619048,32158.1746031746
18,4355,0,0,0.125,6153367.61904762,49226940.952381
18,4372,1e+05,8000,18,5047277.61904762,280404.312169312
18,4379,6500000,0,22,7151896.66666667,325086.212121212
18,4389,0,0,7,2167186.66666667,309598.095238095
18,4405,0,0,0.125,5401929,43215432
18,4433,2400000,0,0.0459137,964944.285714286,21016478.4304965
18,4433,0,0,0.0459137,964944.285714286,21016478.4304965
18,4435,1e+05,0,0.42240604,995573.809523809,2356911.86973512
18,4485,0,0,7,-12739.9047619048,-1819.98639455783
18,4592,0,0,60,5412700.73809524,90211.678968254
18,4605,1e+05,0,0.01875,1380245.93571429,73613116.5714286
18,4622,1500000,0,11,6139981.19047619,558180.108225108
18,4629,0,0,15,1210778.17857143,80718.5452380952
18,4629,0,0,15,1210778.17857143,80718.5452380952
18,4662,0,0,3,381425,127141.666666667
18,4755,640000,0,21,3745791.42857143,178371.020408163
18,4755,6e+05,0,21,3745791.42857143,178371.020408163
18,4762,0,0,10,464540.833333333,46454.0833333333
18,4790,0,16000,7,2110932.85714286,301561.836734694
18,4792,0,0,1.2855836,2602486.78571429,2024362.15405539
18,4792,0,0,1.2855836,2602486.78571429,2024362.15405539
18,4792,0,0,1.2855836,2602486.78571429,2024362.15405539
18,4792,0,0,1.2855836,2602486.78571429,2024362.15405539
18,4792,0,0,1.2855836,2602486.78571429,2024362.15405539
18,4792,0,0,1.2855836,2602486.78571429,2024362.15405539
18,4819,0,0,38,3858270,101533.421052632
18,4825,160000,0,36,2498574.28571429,69404.8412698413
18,4862,0,0,5,139611.428571429,27922.2857142857
18,4862,0,0,5,139611.428571429,27922.2857142857
18,4862,0,0,5,139611.428571429,27922.2857142857
18,4862,0,0,5,139611.428571429,27922.2857142857
18,4862,0,0,5,139611.428571429,27922.2857142857
18,4862,0,0,5,139611.428571429,27922.2857142857
18,4865,0,0,1,-211200,-211200
18,4879,0,0,3,91562.8571428571,30520.9523809524
18,4879,0,0,3,91562.8571428571,30520.9523809524
18,4879,0,0,3,91562.8571428571,30520.9523809524
18,4879,0,0,3,91562.8571428571,30520.9523809524
18,4879,0,0,3,91562.8571428571,30520.9523809524
18,4879,0,0,3,91562.8571428571,30520.9523809524
18,4905,0,0,6,402895.119047619,67149.1865079365
18,4959,0,0,10,1223409.76190476,122340.976190476
18,4959,0,0,10,1223409.76190476,122340.976190476
18,4959,0,0,10,1223409.76190476,122340.976190476
18,4959,0,0,10,1223409.76190476,122340.976190476
18,4959,0,0,10,1223409.76190476,122340.976190476
18,4959,0,0,10,1223409.76190476,122340.976190476
18,4962,288000,0,0.6887055,-67785.7142857143,-98424.819150877
18,4995,0,0,2,50192.8571428571,25096.4285714286
18,4995,0,0,2,50192.8571428571,25096.4285714286
18,4995,0,0,2,50192.8571428571,25096.4285714286
18,4995,0,0,2,50192.8571428571,25096.4285714286
18,4995,40000,0,2,50192.8571428571,25096.4285714286
18,4995,0,0,2,50192.8571428571,25096.4285714286
19,4205,0,0,0.09375,0,0
19,4355,0,0,7,2034117.85714286,290588.265306122
19,4379,1e+06,0,20,4462573.33333333,223128.666666667
19,4379,5e+05,0,20,4462573.33333333,223128.666666667
19,4385,1500000,0,9,12610586.3095238,1401176.25661376
19,4389,0,0,68,9176687.64577259,134951.288908421
19,4389,0,0,68,9176687.64577259,134951.288908421
19,4412,4e+05,0,1,302504.523809524,302504.523809524
19,4455,350000,0,14,1647320.71428571,117665.765306122
19,4492,0,0,1,1957360.47619048,1957360.47619048
19,4522,0,0,21,560333.095238095,26682.5283446712
19,4535,20000,2500,19,4514104.16666667,237584.429824561
19,4539,8e+05,0,8,8066892.5,1008361.5625
19,4539,0,0,8,8066892.5,1008361.5625
19,4539,350000,0,8,8066892.5,1008361.5625
19,4552,650000,0,8,1146768.57142857,143346.071428571
19,4552,3e+05,0,8,1146768.57142857,143346.071428571
19,4595,0,0,12,510260.892857143,42521.7410714286
19,4595,0,0,12,510260.892857143,42521.7410714286
19,4629,0,0,20,122601.666666667,6130.08333333333
19,4645,0,0,45,17794456.8095238,395432.373544974
19,4672,0,0,0.0125,3364760.35714286,269180828.571429
19,4672,0,0,0.0125,3364760.35714286,269180828.571429
19,4739,0,0,1,-65000,-65000
19,4815,150000,0,0.00918274,3042200.71428571,331295529.90564
19,4815,3e+05,0,0.00918274,3042200.71428571,331295529.90564
19,4825,160000,0,32,2937411.19047619,91794.099702381
19,4825,250000,0,32,2937411.19047619,91794.099702381
19,4862,0,0,4,69993.2142857143,17498.3035714286
19,4862,0,0,4,69993.2142857143,17498.3035714286
19,4862,0,0,4,69993.2142857143,17498.3035714286
19,4862,0,0,4,69993.2142857143,17498.3035714286
19,4862,0,0,4,69993.2142857143,17498.3035714286
19,4862,0,0,4,69993.2142857143,17498.3035714286
19,4879,0,0,6,1440886.66666667,240147.777777778
19,4879,0,0,6,1440886.66666667,240147.777777778
19,4879,0,0,6,1440886.66666667,240147.777777778
19,4879,0,0,6,1440886.66666667,240147.777777778
19,4879,0,0,6,1440886.66666667,240147.777777778
19,4879,0,0,6,1440886.66666667,240147.777777778
19,4885,0,0,4,563489.285714286,140872.321428571
19,4905,0,0,5,387057.142857143,77411.4285714286
19,4925,4000,0,4,-31285.7142857143,-7821.42857142857
19,4979,360000,0,25,-158661.428571429,-6346.45714285714
19,4985,0,0,3,177000,59000
19,4985,0,0,3,177000,59000
19,4985,0,0,3,177000,59000
19,4985,0,0,3,177000,59000
19,4985,0,0,3,177000,59000
19,4985,0,0,3,177000,59000
2,4009,0,0,6,0,0
2,4069,50000,0,35,1834043.0952381,52401.231292517
2,4159,15000,0,5,171935.714285714,34387.1428571429
2,4372,5e+06,0,13,3149166.66666667,242243.58974359
2,4375,0,0,20,1544360,77218
2,4375,0,0,20,1544360,77218
2,4379,0,0,9,2504883.33333333,278320.37037037
2,4385,0,0,6,12702323.5238095,2117053.92063492
2,4405,0,0,10,975173.809523809,97517.3809523809
2,4422,6e+05,0,13,6995171.42857143,538090.10989011
2,4439,0,0,2,1120647.61904762,560323.80952381
2,4489,0,0,25,530259.523809524,21210.380952381
2,4509,355000,2000,50,103232.833333333,2064.65666666667
2,4509,2e+05,2000,50,103232.833333333,2064.65666666667
2,4535,0,0,18,5047808.0952381,280433.783068783
2,4542,1e+05,0,4,35461.6904761905,8865.42261904762
2,4559,85000,0,0.125,6326190.47619048,50609523.8095238
2,4642,2200000,0,40,1118538.80952381,27963.4702380952
2,4672,40000,0,0.01875,607416.666666667,32395555.5555556
2,4859,0,0,2,104321.428571429,52160.7142857143
2,4862,0,0,14,1682566.19047619,120183.299319728
2,4862,0,0,14,1682566.19047619,120183.299319728
2,4862,0,0,14,1682566.19047619,120183.299319728
2,4862,0,0,14,1682566.19047619,120183.299319728
2,4862,0,0,14,1682566.19047619,120183.299319728
2,4862,0,0,14,1682566.19047619,120183.299319728
2,4879,0,0,4,184393.571428571,46098.3928571429
2,4879,0,0,4,184393.571428571,46098.3928571429
2,4879,0,0,4,184393.571428571,46098.3928571429
2,4879,0,0,4,184393.571428571,46098.3928571429
2,4879,0,0,4,184393.571428571,46098.3928571429
2,4879,0,0,4,184393.571428571,46098.3928571429
2,4882,0,0,4,-45457.6190476191,-11364.4047619048
2,4882,0,0,4,-45457.6190476191,-11364.4047619048
2,4882,0,0,4,-45457.6190476191,-11364.4047619048
2,4882,0,0,4,-45457.6190476191,-11364.4047619048
2,4882,0,0,4,-45457.6190476191,-11364.4047619048
2,4882,0,0,4,-45457.6190476191,-11364.4047619048
2,4885,0,0,5,467909.523809524,93581.9047619048
2,4905,0,0,7,524767.619047619,74966.8027210884
2,4995,0,0,6,1113402.85714286,185567.142857143
2,4995,0,0,6,1113402.85714286,185567.142857143
2,4995,0,0,6,1113402.85714286,185567.142857143
2,4995,0,0,6,1113402.85714286,185567.142857143
2,4995,0,0,6,1113402.85714286,185567.142857143
2,4995,0,0,6,1113402.85714286,185567.142857143
20,4005,0,0,0.125,2162668.57142857,17301348.5714286
20,4005,8e+05,0,0.125,2162668.57142857,17301348.5714286
20,4079,60000,0,0.01836548,546575,29760997.2622551
20,4079,120000,0,0.01836548,546575,29760997.2622551
20,4105,110000,0,0.0459137,-12800,-278783.892389418
20,4134,160000,0,0.00625,36000,5760000
20,4139,0,0,0.0125,248152.25,19852180
20,4139,0,0,0.0125,248152.25,19852180
20,4149,0,0,20,15229633.8095238,761481.690476191
20,4149,349000,0,20,15229633.8095238,761481.690476191
20,4355,0,0,15,3553560.47619048,236904.031746032
20,4375,10000,0,15,2904799.76190476,193653.317460317
20,4379,3e+06,0,75,8771654.53898389,116955.393853119
20,4379,0,0,75,8771654.53898389,116955.393853119
20,4385,350000,0,20,2435443.33333333,121772.166666667
20,4389,150000,0,32,3271442.73585572,102232.585495491
20,4389,150000,0,32,3271442.73585572,102232.585495491
20,4389,0,0,32,3271442.73585572,102232.585495491
20,4389,0,0,32,3271442.73585572,102232.585495491
20,4399,0,12000,2,2842686.96991271,1421343.48495635
20,4402,0,0,0.1,140246.916666667,1402469.16666667
20,4402,48000,0,0.1,140246.916666667,1402469.16666667
20,4405,0,0,14,2101282.5,150091.607142857
20,4415,0,0,15,732412.619047619,48827.5079365079
20,4429,0,0,0.01836548,2405077.17415625,130956401.583637
20,4429,0,0,0.01836548,2405077.17415625,130956401.583637
20,4492,590000,0,20,2068591.9047619,103429.595238095
20,4495,0,0,8,2087877.67857143,260984.709821429
20,4509,0,0,3,885320,295106.666666667
20,4522,0,0,9,386185.460855849,42909.4956506499
20,4535,0,0,8,3429480.47619048,428685.05952381
20,4555,7e+05,0,50,2229436.28595083,44588.7257190165
20,4565,0,0,1,21626.6666666667,21626.6666666667
20,4565,0,0,1,21626.6666666667,21626.6666666667
20,4582,1.4e+07,0,15,2009379.52380952,133958.634920635
20,4595,0,0,26,586806,22569.4615384615
20,4599,0,0,0.2754822,1191782.14285714,4326167.50867077
20,4599,0,0,0.2754822,1191782.14285714,4326167.50867077
20,4599,0,0,0.2754822,1191782.14285714,4326167.50867077
20,4635,708000,0,1,688153.333333333,688153.333333333
20,4645,0,0,0.125,1271677.61904762,10173420.952381
20,4652,450000,0,11,1016044.16666667,92367.6515151515
20,4672,5e+05,0,0.15,338205.583333333,2254703.88888889
20,4729,5500000,0,30,0,0
20,4739,0,0,4,1510454.52380952,377613.630952381
20,4745,0,0,20,3359458.33333333,167972.916666667
20,4772,0,0,5,859115.357142857,171823.071428571
20,4772,50000,0,5,859115.357142857,171823.071428571
20,4842,45000,0,6,306149.047619048,51024.8412698413
20,4862,0,0,3,507925.714285714,169308.571428571
20,4862,0,0,3,507925.714285714,169308.571428571
20,4862,0,0,3,507925.714285714,169308.571428571
20,4862,0,0,3,507925.714285714,169308.571428571
20,4862,0,0,3,507925.714285714,169308.571428571
20,4862,0,0,3,507925.714285714,169308.571428571
20,4879,0,0,7,746584.761904762,106654.965986395
20,4879,0,0,7,746584.761904762,106654.965986395
20,4879,0,0,7,746584.761904762,106654.965986395
20,4879,0,0,7,746584.761904762,106654.965986395
20,4879,0,0,7,746584.761904762,106654.965986395
20,4879,0,0,7,746584.761904762,106654.965986395
20,4885,0,0,9,793199.642857143,88133.2936507937
20,4905,0,0,4,188751.785714286,47187.9464285714
20,4979,0,0,25,-309191.428571429,-12367.6571428571
20,4995,0,0,1,-128450,-128450
20,4995,0,0,1,-128450,-128450
20,4995,0,0,1,-128450,-128450
20,4995,80000,0,1,-128450,-128450
20,4995,0,0,1,-128450,-128450
20,4995,0,0,1,-128450,-128450
21,4369,4e+05,0,15,2028003.80952381,135200.253968254
21,4372,1500000,0,19,2606887.14285714,137204.586466165
21,4419,0,0,4,2127814.28571429,531953.571428571
21,4442,0,0,0.00918274,-85642.8571428571,-9326503.54282678
21,4472,60000,0,20,70500,3525
21,4589,60000,0,20,7479995.14285714,373999.757142857
21,4589,3e+05,0,20,7479995.14285714,373999.757142857
21,4629,0,0,16,737389.880952381,46086.8675595238
21,4652,0,0,0.03125,1023807.62081529,32761843.8660892
21,4689,250000,0,10,1218244.57677285,121824.457677285
21,4729,0,0,20,0,0
21,4790,0,0,0.16528932,283826.666666667,1717150.67051317
21,4790,0,0,0.16528932,283826.666666667,1717150.67051317
21,4790,0,0,0.16528932,283826.666666667,1717150.67051317
21,4790,0,0,0.16528932,283826.666666667,1717150.67051317
21,4790,0,0,0.16528932,283826.666666667,1717150.67051317
21,4790,0,0,0.16528932,283826.666666667,1717150.67051317
21,4882,0,0,7,-533387.619047619,-76198.231292517
21,4882,0,0,7,-533387.619047619,-76198.231292517
21,4882,0,0,7,-533387.619047619,-76198.231292517
21,4882,0,0,7,-533387.619047619,-76198.231292517
21,4882,0,0,7,-533387.619047619,-76198.231292517
21,4882,0,0,7,-533387.619047619,-76198.231292517
21,4959,0,0,6,893709.285714286,148951.547619048
21,4959,0,0,6,893709.285714286,148951.547619048
21,4959,0,0,6,893709.285714286,148951.547619048
21,4959,0,0,6,893709.285714286,148951.547619048
21,4959,0,0,6,893709.285714286,148951.547619048
21,4959,0,0,6,893709.285714286,148951.547619048
21,4995,0,0,4,1734857.14285714,433714.285714286
21,4995,0,0,4,1734857.14285714,433714.285714286
21,4995,0,0,4,1734857.14285714,433714.285714286
21,4995,0,0,4,1734857.14285714,433714.285714286
21,4995,2e+05,0,4,1734857.14285714,433714.285714286
21,4995,0,0,4,1734857.14285714,433714.285714286
22,4369,150000,0,0.15625,10704406.6428571,68508202.5142857
22,4369,0,0,0.15625,10704406.6428571,68508202.5142857
22,4579,0,0,40,1449626.78571429,36240.6696428571
22,4579,0,0,40,1449626.78571429,36240.6696428571
22,4612,2e+06,0,40,12122024.1702727,303050.604256817
22,4790,0,0,48,437500,9114.58333333333
22,4790,0,0,48,437500,9114.58333333333
22,4790,0,0,48,437500,9114.58333333333
22,4790,0,0,48,437500,9114.58333333333
22,4790,0,0,48,437500,9114.58333333333
22,4790,0,0,48,437500,9114.58333333333
23,4369,0,0,21,6883862.68394115,327802.984949579
23,4369,150000,0,21,6883862.68394115,327802.984949579
23,4639,0,0,2,383710,191855
24,4369,0,0,25,5358484.04761905,214339.361904762
24,4750,1e+05,0,2,134220.833333333,67110.4166666667
25,4055,1e+06,0,0.01875,3763633.80952381,200727136.507936
25,4605,3e+05,0,0.225,543207.334910302,2414254.82182356
25,4629,0,0,2,427377.869921175,213688.934960588
25,4645,3500000,0,16,1073398.86360352,67087.42897522
25,4790,0,0,8,741899.7,92737.4625
25,4790,0,0,8,741899.7,92737.4625
25,4790,0,0,8,741899.7,92737.4625
3,4009,0,0,0.05509644,2519400.37325628,45727099.1239412
3,4012,0,0,0.01875,1460000,77866666.6666667
3,4059,8e+06,0,4,-419640.501253133,-104910.125313283
3,4062,0,0,4,3488267.58380392,872066.895950979
3,4102,0,0,0.03125,387800,12409600
3,4132,0,0,0.01875,207078.571428571,11044190.4761905
3,4349,2e+05,0,40,-1060857.14285714,-26521.4285714286
3,4365,5000,0,0.0375,2014836.66666667,53728977.7777778
3,4369,60000,0,12,5583572.14285714,465297.678571429
3,4405,0,0,0.15625,1778202.14285714,11380493.7142857
3,4479,1300000,0,4,525355.476190476,131338.869047619
3,4485,0,0,150,488251.785714286,3255.01190476191
3,4495,1100000,0,4.4077152,4279567.17857143,970926.428860791
3,4552,1e+05,0,45,2478222.85714286,55071.6190476191
3,4585,80000,0,30,4634384.28571429,154479.476190476
3,4622,5e+05,0,28,4947061.9047619,176680.782312925
3,4635,162000,0,8,2410076.00952381,301259.501190476
3,4649,2e+06,0,50,4594507.85714286,91890.1571428571
3,4652,550000,0,8,2117924,264740.5
3,4750,90000,0,2,410324.70180421,205162.350902105
3,4750,2e+05,0,2,410324.70180421,205162.350902105
3,4862,0,0,12,754365.714285714,62863.8095238095
3,4862,0,0,12,754365.714285714,62863.8095238095
3,4862,0,0,12,754365.714285714,62863.8095238095
3,4862,0,0,12,754365.714285714,62863.8095238095
3,4862,0,0,12,754365.714285714,62863.8095238095
3,4862,0,0,12,754365.714285714,62863.8095238095
3,4879,0,0,6,482571.857142857,80428.6428571429
3,4879,0,0,6,482571.857142857,80428.6428571429
3,4879,0,0,6,482571.857142857,80428.6428571429
3,4879,0,0,6,482571.857142857,80428.6428571429
3,4879,0,0,6,482571.857142857,80428.6428571429
3,4879,0,0,6,482571.857142857,80428.6428571429
3,4882,0,0,4,-27252.5170782915,-6813.12926957287
3,4882,0,0,4,-27252.5170782915,-6813.12926957287
3,4882,0,0,4,-27252.5170782915,-6813.12926957287
3,4882,0,0,4,-27252.5170782915,-6813.12926957287
3,4882,0,0,4,-27252.5170782915,-6813.12926957287
3,4882,16000,0,4,-27252.5170782915,-6813.12926957287
3,4885,0,0,6,665047.380952381,110841.23015873
3,4905,0,0,6,472018.857142857,78669.8095238095
3,4932,1e+06,0,0.03673096,801917.346428572,21832191.329292
3,4962,0,0,0.09375,56154.2857142857,598979.047619048
3,4995,0,0,7,2459666.66666667,351380.952380952
3,4995,0,0,7,2459666.66666667,351380.952380952
3,4995,0,0,7,2459666.66666667,351380.952380952
3,4995,0,0,7,2459666.66666667,351380.952380952
3,4995,0,0,7,2459666.66666667,351380.952380952
3,4995,0,0,7,2459666.66666667,351380.952380952
4,4002,0,0,0.05509644,7707404.28571429,139889333.788431
4,4002,0,0,0.05509644,7707404.28571429,139889333.788431
4,4049,0,0,10,2857023.71428571,285702.371428571
4,4081,0,0,2,377195.714285714,188597.857142857
4,4139,4e+05,0,0.16875,-59558.6666666667,-352940.24691358
4,4139,0,0,0.16875,-59558.6666666667,-352940.24691358
4,4139,30000,0,0.16875,-59558.6666666667,-352940.24691358
4,4345,5e+05,0,6,-111875,-18645.8333333333
4,4359,30000,0,0.10101014,2215970.23809524,21938096.8890375
4,4372,80000,0,10,1847228.57142857,184722.857142857
4,4379,1950000,0,0.16528932,7902689.04761905,47811250.2829526
4,4389,4e+05,0,0.01836548,3586059.14241662,195260844.933899
4,4405,1e+05,0,0.1375,2195535.71428571,15967532.4675325
4,4412,0,0,23,4324665.71428571,188028.944099379
4,4422,0,0,4,1380284.76190476,345071.19047619
4,4433,0,0,0.2754822,1893875.79759828,6874766.4916219
4,4492,0,0,650,6994773.99243281,10761.1907575889
4,4495,5e+05,0,2,867282.380952381,433641.190476191
4,4495,50000,0,2,867282.380952381,433641.190476191
4,4509,1e+05,0,7,550407.666666667,78629.6666666666
4,4509,0,0,7,550407.666666667,78629.6666666666
4,4522,0,0,29,1038763.18558502,35819.4201925869
4,4572,3e+05,0,2,2760121.38471178,1380060.69235589
4,4572,90000,0,2,2760121.38471178,1380060.69235589
4,4622,0,0,7,367595.357142857,52513.6224489796
4,4642,0,0,20,154273.80952381,7713.69047619048
4,4689,20000,0,10,257964.285714286,25796.4285714286
4,4772,64000,0,6,573367.5,95561.25
4,4792,0,0,0.66115728,1358074.28571429,2054086.56426544
4,4815,1e+05,0,0.24793398,8607195.23809524,34715674.0600673
4,4815,2e+05,0,0.24793398,8607195.23809524,34715674.0600673
4,4822,130000,0,6,4770219.04761905,795036.507936508
4,4862,0,0,6,-142103.80952381,-23683.9682539683
4,4862,0,0,6,-142103.80952381,-23683.9682539683
4,4862,0,0,6,-142103.80952381,-23683.9682539683
4,4862,0,0,6,-142103.80952381,-23683.9682539683
4,4862,0,0,6,-142103.80952381,-23683.9682539683
4,4862,0,0,6,-142103.80952381,-23683.9682539683
4,4879,0,0,8,3139378.0952381,392422.261904762
4,4879,0,0,8,3139378.0952381,392422.261904762
4,4879,0,0,8,3139378.0952381,392422.261904762
4,4879,0,0,8,3139378.0952381,392422.261904762
4,4879,0,0,8,3139378.0952381,392422.261904762
4,4879,0,0,8,3139378.0952381,392422.261904762
4,4882,0,0,5,-26229.0476190476,-5245.80952380952
4,4882,0,0,5,-26229.0476190476,-5245.80952380952
4,4882,0,0,5,-26229.0476190476,-5245.80952380952
4,4882,0,0,5,-26229.0476190476,-5245.80952380952
4,4882,0,0,5,-26229.0476190476,-5245.80952380952
4,4882,0,0,5,-26229.0476190476,-5245.80952380952
4,4885,0,0,4,345419.285714286,86354.8214285714
4,4905,0,0,4,439720.357142857,109930.089285714
4,4995,0,0,2,408928.571428571,204464.285714286
4,4995,0,0,2,408928.571428571,204464.285714286
4,4995,0,0,2,408928.571428571,204464.285714286
4,4995,0,0,2,408928.571428571,204464.285714286
4,4995,60000,0,2,408928.571428571,204464.285714286
4,4995,0,0,2,408928.571428571,204464.285714286
5,4039,30000,0,0.00625,382135.5,61141680
5,4075,0,0,0.03673096,2834858.54761905,77178994.1678368
5,4369,350000,0,9,3003315.83333333,333701.759259259
5,4379,1300000,0,20,4445666.66666667,222283.333333333
5,4382,2e+05,0,45,981304.166666667,21806.7592592593
5,4382,14200000,0,45,981304.166666667,21806.7592592593
5,4385,350000,0,25,5857616.66666667,234304.666666667
5,4385,2345000,0,25,5857616.66666667,234304.666666667
5,4389,2350000,0,0.00918274,17829785.7142857,1941662914.80383
5,4392,2e+05,14000,6,7075036.72619048,1179172.78769841
5,4395,0,0,75,4436883.45238095,59158.446031746
5,4405,0,0,0.125,2644116.42857143,21152931.4285714
5,4465,0,0,14,2103986.42857143,150284.744897959
5,4492,4e+05,0,1,-169527.380952381,-169527.380952381
5,4495,2e+06,0,19,6300927.85714286,331627.781954887
5,4495,5e+05,0,19,6300927.85714286,331627.781954887
5,4535,0,0,3,1989958.80952381,663319.603174603
5,4595,70000,0,2,1165445.71428571,582722.857142857
5,4622,5500000,0,15,4228101.25,281873.416666667
5,4685,1e+06,0,1,1065018.0952381,1065018.0952381
5,4759,0,0,0.125,2416709.52380952,19333676.1904762
5,4765,30000,0,2,340929.285714286,170464.642857143
5,4815,8e+05,0,0.00918274,834585.714285714,90886349.2035835
5,4825,120000,12000,50,1970238.9719888,39404.7794397759
5,4825,250000,12000,50,1970238.9719888,39404.7794397759
5,4862,0,0,10,-6241.90476190478,-624.190476190478
5,4862,0,0,10,-6241.90476190478,-624.190476190478
5,4862,0,0,10,-6241.90476190478,-624.190476190478
5,4862,0,0,10,-6241.90476190478,-624.190476190478
5,4862,0,0,10,-6241.90476190478,-624.190476190478
5,4862,0,0,10,-6241.90476190478,-624.190476190478
5,4879,0,0,5,354215.119047619,70843.0238095238
5,4879,0,0,5,354215.119047619,70843.0238095238
5,4879,0,0,5,354215.119047619,70843.0238095238
5,4879,0,0,5,354215.119047619,70843.0238095238
5,4879,0,0,5,354215.119047619,70843.0238095238
5,4879,0,0,5,354215.119047619,70843.0238095238
5,4885,0,0,6,701481.428571429,116913.571428571
5,4905,0,0,3,185600.595238095,61866.8650793651
5,4979,240000,0,1,-254876.19047619,-254876.19047619
5,4995,20000,0,6,222604.285714286,37100.7142857143
5,4995,0,0,6,222604.285714286,37100.7142857143
5,4995,30000,0,6,222604.285714286,37100.7142857143
5,4995,0,0,6,222604.285714286,37100.7142857143
5,4995,0,0,6,222604.285714286,37100.7142857143
5,4995,0,0,6,222604.285714286,37100.7142857143
6,4009,0,0,0.03673096,2827558.65881423,76980254.7718391
6,4105,1e+06,0,0.00625,-30000,-4800000
6,4139,20000,0,0.025,-68431.6666666667,-2737266.66666667
6,4345,70000,0,5,-620067.857142857,-124013.571428571
6,4355,0,0,0.09375,2888411.42857143,30809721.9047619
6,4369,1e+05,0,49,11757759.7051424,239954.279696783
6,4369,250000,0,49,11757759.7051424,239954.279696783
6,4372,0,0,20,4426780,221339
6,4379,0,0,10,1516616.66666667,151661.666666667
6,4382,60000,0,15,1191158.57142857,79410.5714285714
6,4392,0,0,0.06875,1133195.59689953,16482845.0458114
6,4405,0,0,0.0625,4004098.57142857,64065577.1428571
6,4415,0,0,9,-649993.611853879,-72221.5124282088
6,4415,0,0,9,-649993.611853879,-72221.5124282088
6,4419,0,12000,12,3251795.71428571,270982.976190476
6,4419,1300000,12000,12,3251795.71428571,270982.976190476
6,4435,0,0,0.3673096,2674102.63005645,7280241.60015543
6,4435,0,0,0.3673096,2674102.63005645,7280241.60015543
