nh,clust,Unit_of_plot_area,Land_owned_by_HH
16,4892,1.74980057982641e+100,1.74980057982641e+100
17,4892,1.74980057982641e+100,1.74980057982641e+100
18,4892,1.74980057982641e+100,1.74980057982641e+100
19,4892,1.74980057982641e+100,1.74980057982641e+100
20,4892,1.74980057982641e+100,1.74980057982641e+100
1,4895,1,5
3,4895,1.74980057982641e+100,1.74980057982641e+100
4,4895,1,4
5,4895,1.74980057982641e+100,1.74980057982641e+100
6,4895,1,2
7,4895,1.74980057982641e+100,1.74980057982641e+100
8,4895,1,36
9,4895,1,8
10,4895,1,8
11,4895,1,8
12,4895,1,4
13,4895,1,8
14,4895,1,5
15,4895,1,4
16,4895,1,6
17,4895,1,5
18,4895,1,5
19,4895,1,6
20,4895,1,7
1,4899,1.74980057982641e+100,1.74980057982641e+100
2,4899,1.74980057982641e+100,1.74980057982641e+100
3,4899,1.74980057982641e+100,1.74980057982641e+100
4,4899,1.74980057982641e+100,1.74980057982641e+100
5,4899,1.74980057982641e+100,1.74980057982641e+100
6,4899,1.74980057982641e+100,1.74980057982641e+100
7,4899,1.74980057982641e+100,1.74980057982641e+100
8,4899,1.74980057982641e+100,1.74980057982641e+100
9,4899,1.74980057982641e+100,1.74980057982641e+100
10,4899,1.74980057982641e+100,1.74980057982641e+100
11,4899,1.74980057982641e+100,1.74980057982641e+100
12,4899,1.74980057982641e+100,1.74980057982641e+100
13,4899,1.74980057982641e+100,1.74980057982641e+100
14,4899,1.74980057982641e+100,1.74980057982641e+100
15,4899,1.74980057982641e+100,1.74980057982641e+100
16,4899,1.74980057982641e+100,1.74980057982641e+100
17,4899,1.74980057982641e+100,1.74980057982641e+100
18,4899,1.74980057982641e+100,1.74980057982641e+100
19,4899,1.74980057982641e+100,1.74980057982641e+100
20,4899,1.74980057982641e+100,1.74980057982641e+100
1,4902,1.74980057982641e+100,1.74980057982641e+100
2,4902,1.74980057982641e+100,1.74980057982641e+100
3,4902,1.74980057982641e+100,1.74980057982641e+100
4,4902,1.74980057982641e+100,1.74980057982641e+100
5,4902,1.74980057982641e+100,1.74980057982641e+100
6,4902,1.74980057982641e+100,1.74980057982641e+100
7,4902,1.74980057982641e+100,1.74980057982641e+100
8,4902,1.74980057982641e+100,1.74980057982641e+100
9,4902,1.74980057982641e+100,1.74980057982641e+100
10,4902,1.74980057982641e+100,1.74980057982641e+100
11,4902,1.74980057982641e+100,1.74980057982641e+100
12,4902,1.74980057982641e+100,1.74980057982641e+100
13,4902,1.74980057982641e+100,1.74980057982641e+100
14,4902,1.74980057982641e+100,1.74980057982641e+100
15,4902,1.74980057982641e+100,1.74980057982641e+100
16,4902,1.74980057982641e+100,1.74980057982641e+100
17,4902,1.74980057982641e+100,1.74980057982641e+100
18,4902,1.74980057982641e+100,1.74980057982641e+100
19,4902,1.74980057982641e+100,1.74980057982641e+100
20,4902,1.74980057982641e+100,1.74980057982641e+100
1,4905,1,2
2,4905,1,7
3,4905,1,6
4,4905,1,4
5,4905,1,3
6,4905,2,4
7,4905,2,3
8,4905,2,4
9,4905,1,3
10,4905,1,5
11,4905,1,4
12,4905,2,6
13,4905,1,6
14,4905,1,4
15,4905,1,2
16,4905,1,2
17,4905,1,6
18,4905,1,6
19,4905,1,5
20,4905,1,4
1,4909,1.74980057982641e+100,1.74980057982641e+100
2,4909,1.74980057982641e+100,1.74980057982641e+100
3,4909,1.74980057982641e+100,1.74980057982641e+100
4,4909,1.74980057982641e+100,1.74980057982641e+100
5,4909,1.74980057982641e+100,1.74980057982641e+100
6,4909,1.74980057982641e+100,1.74980057982641e+100
7,4909,1.74980057982641e+100,1.74980057982641e+100
8,4909,1.74980057982641e+100,1.74980057982641e+100
9,4909,1.74980057982641e+100,1.74980057982641e+100
10,4909,1.74980057982641e+100,1.74980057982641e+100
11,4909,1.74980057982641e+100,1.74980057982641e+100
12,4909,1.74980057982641e+100,1.74980057982641e+100
13,4909,1.74980057982641e+100,1.74980057982641e+100
14,4909,1.74980057982641e+100,1.74980057982641e+100
15,4909,1.74980057982641e+100,1.74980057982641e+100
16,4909,1.74980057982641e+100,1.74980057982641e+100
17,4909,1.74980057982641e+100,1.74980057982641e+100
18,4909,1.74980057982641e+100,1.74980057982641e+100
19,4909,1.74980057982641e+100,1.74980057982641e+100
20,4909,1.74980057982641e+100,1.74980057982641e+100
1,4912,1.74980057982641e+100,1.74980057982641e+100
2,4912,1.74980057982641e+100,1.74980057982641e+100
3,4912,1.74980057982641e+100,1.74980057982641e+100
4,4912,1.74980057982641e+100,1.74980057982641e+100
5,4912,1.74980057982641e+100,1.74980057982641e+100
6,4912,1.74980057982641e+100,1.74980057982641e+100
7,4912,1.74980057982641e+100,1.74980057982641e+100
8,4912,1.74980057982641e+100,1.74980057982641e+100
9,4912,1.74980057982641e+100,1.74980057982641e+100
10,4912,1.74980057982641e+100,1.74980057982641e+100
11,4912,1.74980057982641e+100,1.74980057982641e+100
12,4912,1.74980057982641e+100,1.74980057982641e+100
13,4912,1.74980057982641e+100,1.74980057982641e+100
14,4912,1.74980057982641e+100,1.74980057982641e+100
16,4912,1.74980057982641e+100,1.74980057982641e+100
17,4912,1.74980057982641e+100,1.74980057982641e+100
18,4912,1.74980057982641e+100,1.74980057982641e+100
19,4912,1.74980057982641e+100,1.74980057982641e+100
20,4912,1.74980057982641e+100,1.74980057982641e+100
21,4912,1.74980057982641e+100,1.74980057982641e+100
1,4915,1,3
2,4915,1,8
3,4915,1,4
4,4915,1,3
5,4915,1,6
6,4915,1,5
7,4915,1,3
8,4915,1,6
9,4915,1,4
10,4915,1,7
11,4915,1,7
12,4915,1,5
13,4915,1,5
14,4915,1,5
15,4915,1,1
16,4915,1,6
17,4915,1,5
18,4915,1,4
19,4915,1,3
20,4915,1,9
1,4919,1.74980057982641e+100,1.74980057982641e+100
2,4919,1.74980057982641e+100,1.74980057982641e+100
3,4919,1.74980057982641e+100,1.74980057982641e+100
4,4919,1.74980057982641e+100,1.74980057982641e+100
5,4919,1.74980057982641e+100,1.74980057982641e+100
6,4919,1.74980057982641e+100,1.74980057982641e+100
7,4919,1.74980057982641e+100,1.74980057982641e+100
8,4919,1.74980057982641e+100,1.74980057982641e+100
9,4919,1.74980057982641e+100,1.74980057982641e+100
10,4919,1.74980057982641e+100,1.74980057982641e+100
11,4919,1.74980057982641e+100,1.74980057982641e+100
12,4919,1.74980057982641e+100,1.74980057982641e+100
13,4919,1.74980057982641e+100,1.74980057982641e+100
14,4919,1.74980057982641e+100,1.74980057982641e+100
15,4919,1.74980057982641e+100,1.74980057982641e+100
16,4919,1.74980057982641e+100,1.74980057982641e+100
17,4919,1.74980057982641e+100,1.74980057982641e+100
18,4919,1.74980057982641e+100,1.74980057982641e+100
19,4919,1.74980057982641e+100,1.74980057982641e+100
20,4919,1.74980057982641e+100,1.74980057982641e+100
1,4922,1,1
2,4922,1.74980057982641e+100,1.74980057982641e+100
3,4922,1,1
4,4922,1.74980057982641e+100,1.74980057982641e+100
5,4922,1.74980057982641e+100,1.74980057982641e+100
6,4922,1.74980057982641e+100,1.74980057982641e+100
7,4922,1.74980057982641e+100,1.74980057982641e+100
8,4922,1.74980057982641e+100,1.74980057982641e+100
9,4922,1.74980057982641e+100,1.74980057982641e+100
10,4922,1.74980057982641e+100,1.74980057982641e+100
11,4922,1.74980057982641e+100,1.74980057982641e+100
12,4922,1.74980057982641e+100,1.74980057982641e+100
13,4922,1.74980057982641e+100,1.74980057982641e+100
14,4922,1.74980057982641e+100,1.74980057982641e+100
15,4922,1.74980057982641e+100,1.74980057982641e+100
16,4922,1.74980057982641e+100,1.74980057982641e+100
17,4922,1.74980057982641e+100,1.74980057982641e+100
18,4922,1.74980057982641e+100,1.74980057982641e+100
19,4922,1.74980057982641e+100,1.74980057982641e+100
20,4922,1.74980057982641e+100,1.74980057982641e+100
1,4925,1.74980057982641e+100,1.74980057982641e+100
2,4925,1.74980057982641e+100,1.74980057982641e+100
3,4925,1.74980057982641e+100,1.74980057982641e+100
4,4925,1.74980057982641e+100,1.74980057982641e+100
5,4925,1.74980057982641e+100,1.74980057982641e+100
6,4925,1.74980057982641e+100,1.74980057982641e+100
7,4925,1.74980057982641e+100,1.74980057982641e+100
8,4925,1.74980057982641e+100,1.74980057982641e+100
9,4925,1.74980057982641e+100,1.74980057982641e+100
10,4925,1.74980057982641e+100,1.74980057982641e+100
11,4925,1.74980057982641e+100,1.74980057982641e+100
12,4925,1.74980057982641e+100,1.74980057982641e+100
13,4925,1.74980057982641e+100,1.74980057982641e+100
14,4925,2,20
15,4925,1.74980057982641e+100,1.74980057982641e+100
17,4925,1.74980057982641e+100,1.74980057982641e+100
19,4925,1,4
20,4925,1.74980057982641e+100,1.74980057982641e+100
1,4929,3,108
2,4929,1.74980057982641e+100,1.74980057982641e+100
3,4929,1.74980057982641e+100,1.74980057982641e+100
4,4929,1.74980057982641e+100,1.74980057982641e+100
5,4929,1.74980057982641e+100,1.74980057982641e+100
6,4929,1.74980057982641e+100,1.74980057982641e+100
7,4929,1.74980057982641e+100,1.74980057982641e+100
8,4929,1.74980057982641e+100,1.74980057982641e+100
9,4929,1.74980057982641e+100,1.74980057982641e+100
10,4929,1.74980057982641e+100,1.74980057982641e+100
12,4929,1.74980057982641e+100,1.74980057982641e+100
13,4929,1.74980057982641e+100,1.74980057982641e+100
14,4929,1.74980057982641e+100,1.74980057982641e+100
15,4929,1.74980057982641e+100,1.74980057982641e+100
16,4929,1.74980057982641e+100,1.74980057982641e+100
17,4929,1.74980057982641e+100,1.74980057982641e+100
18,4929,1.74980057982641e+100,1.74980057982641e+100
20,4929,3,25
1,4932,1.74980057982641e+100,1.74980057982641e+100
2,4932,1.74980057982641e+100,1.74980057982641e+100
3,4932,3,4
4,4932,1.74980057982641e+100,1.74980057982641e+100
5,4932,1.74980057982641e+100,1.74980057982641e+100
6,4932,1.74980057982641e+100,1.74980057982641e+100
7,4932,1.74980057982641e+100,1.74980057982641e+100
8,4932,1.74980057982641e+100,1.74980057982641e+100
10,4932,1.74980057982641e+100,1.74980057982641e+100
11,4932,1.74980057982641e+100,1.74980057982641e+100
12,4932,1.74980057982641e+100,1.74980057982641e+100
13,4932,1.74980057982641e+100,1.74980057982641e+100
14,4932,1.74980057982641e+100,1.74980057982641e+100
15,4932,1.74980057982641e+100,1.74980057982641e+100
16,4932,1.74980057982641e+100,1.74980057982641e+100
17,4932,1.74980057982641e+100,1.74980057982641e+100
18,4932,1.74980057982641e+100,1.74980057982641e+100
19,4932,1.74980057982641e+100,1.74980057982641e+100
22,4932,1.74980057982641e+100,1.74980057982641e+100
1,4935,1.74980057982641e+100,1.74980057982641e+100
3,4935,1.74980057982641e+100,1.74980057982641e+100
4,4935,1.74980057982641e+100,1.74980057982641e+100
5,4935,1.74980057982641e+100,1.74980057982641e+100
6,4935,1.74980057982641e+100,1.74980057982641e+100
7,4935,1.74980057982641e+100,1.74980057982641e+100
8,4935,1.74980057982641e+100,1.74980057982641e+100
9,4935,1.74980057982641e+100,1.74980057982641e+100
10,4935,1.74980057982641e+100,1.74980057982641e+100
11,4935,1.74980057982641e+100,1.74980057982641e+100
13,4935,1.74980057982641e+100,1.74980057982641e+100
14,4935,1.74980057982641e+100,1.74980057982641e+100
15,4935,1.74980057982641e+100,1.74980057982641e+100
16,4935,1.74980057982641e+100,1.74980057982641e+100
17,4935,1.74980057982641e+100,1.74980057982641e+100
18,4935,1.74980057982641e+100,1.74980057982641e+100
19,4935,1.74980057982641e+100,1.74980057982641e+100
20,4935,1.74980057982641e+100,1.74980057982641e+100
1,4939,1.74980057982641e+100,1.74980057982641e+100
2,4939,1,4
3,4939,1.74980057982641e+100,1.74980057982641e+100
4,4939,1.74980057982641e+100,1.74980057982641e+100
5,4939,1,20
6,4939,1.74980057982641e+100,1.74980057982641e+100
7,4939,1.74980057982641e+100,1.74980057982641e+100
8,4939,1.74980057982641e+100,1.74980057982641e+100
9,4939,1.74980057982641e+100,1.74980057982641e+100
10,4939,1,40
11,4939,1.74980057982641e+100,1.74980057982641e+100
12,4939,1.74980057982641e+100,1.74980057982641e+100
13,4939,1,1
14,4939,1.74980057982641e+100,1.74980057982641e+100
15,4939,1.74980057982641e+100,1.74980057982641e+100
16,4939,1,140
17,4939,1,200
18,4939,1,4
19,4939,1.74980057982641e+100,1.74980057982641e+100
20,4939,1.74980057982641e+100,1.74980057982641e+100
1,4942,1,3
2,4942,1.74980057982641e+100,1.74980057982641e+100
3,4942,1,250
4,4942,1,3
6,4942,1.74980057982641e+100,1.74980057982641e+100
7,4942,1.74980057982641e+100,1.74980057982641e+100
8,4942,1,10
9,4942,1,10
10,4942,1,20
11,4942,1.74980057982641e+100,1.74980057982641e+100
12,4942,1,51
13,4942,1,33
14,4942,1.74980057982641e+100,1.74980057982641e+100
15,4942,1,3
16,4942,1,40
17,4942,1.74980057982641e+100,1.74980057982641e+100
18,4942,1.74980057982641e+100,1.74980057982641e+100
19,4942,1,70
20,4942,1,35
1,4944,1.74980057982641e+100,1.74980057982641e+100
2,4944,1.74980057982641e+100,1.74980057982641e+100
3,4944,1.74980057982641e+100,1.74980057982641e+100
4,4944,1.74980057982641e+100,1.74980057982641e+100
5,4944,1.74980057982641e+100,1.74980057982641e+100
6,4944,1.74980057982641e+100,1.74980057982641e+100
8,4944,1.74980057982641e+100,1.74980057982641e+100
9,4944,1.74980057982641e+100,1.74980057982641e+100
10,4944,1.74980057982641e+100,1.74980057982641e+100
11,4944,1.74980057982641e+100,1.74980057982641e+100
12,4944,1.74980057982641e+100,1.74980057982641e+100
13,4944,1.74980057982641e+100,1.74980057982641e+100
14,4944,1.74980057982641e+100,1.74980057982641e+100
15,4944,1.74980057982641e+100,1.74980057982641e+100
16,4944,1.74980057982641e+100,1.74980057982641e+100
17,4944,1,20
18,4944,1.74980057982641e+100,1.74980057982641e+100
19,4944,1.74980057982641e+100,1.74980057982641e+100
20,4944,1.74980057982641e+100,1.74980057982641e+100
1,4949,1.74980057982641e+100,1.74980057982641e+100
2,4949,1.74980057982641e+100,1.74980057982641e+100
3,4949,1.74980057982641e+100,1.74980057982641e+100
4,4949,1.74980057982641e+100,1.74980057982641e+100
5,4949,1.74980057982641e+100,1.74980057982641e+100
6,4949,1.74980057982641e+100,1.74980057982641e+100
7,4949,1.74980057982641e+100,1.74980057982641e+100
8,4949,1.74980057982641e+100,1.74980057982641e+100
9,4949,1.74980057982641e+100,1.74980057982641e+100
10,4949,1.74980057982641e+100,1.74980057982641e+100
11,4949,1.74980057982641e+100,1.74980057982641e+100
13,4949,1.74980057982641e+100,1.74980057982641e+100
14,4949,1.74980057982641e+100,1.74980057982641e+100
15,4949,1.74980057982641e+100,1.74980057982641e+100
16,4949,1.74980057982641e+100,1.74980057982641e+100
17,4949,1.74980057982641e+100,1.74980057982641e+100
19,4949,1.74980057982641e+100,1.74980057982641e+100
1,4952,1.74980057982641e+100,1.74980057982641e+100
3,4952,1.74980057982641e+100,1.74980057982641e+100
4,4952,1.74980057982641e+100,1.74980057982641e+100
5,4952,1.74980057982641e+100,1.74980057982641e+100
6,4952,1,1
7,4952,1,1
8,4952,1.74980057982641e+100,1.74980057982641e+100
9,4952,1,1
11,4952,1.74980057982641e+100,1.74980057982641e+100
15,4952,1.74980057982641e+100,1.74980057982641e+100
16,4952,1,1
17,4952,1.74980057982641e+100,1.74980057982641e+100
18,4952,1.74980057982641e+100,1.74980057982641e+100
19,4952,1.74980057982641e+100,1.74980057982641e+100
20,4952,1,1
1,4955,1,25
3,4955,1.74980057982641e+100,1.74980057982641e+100
4,4955,1,4
5,4955,1,6
6,4955,1,8
7,4955,1,9
8,4955,1,14
9,4955,1,7
10,4955,1,7
11,4955,1,8
12,4955,1,10
13,4955,1,10
14,4955,1,11
15,4955,1,8
16,4955,1,10
17,4955,1,7
18,4955,1,8
19,4955,1,8
20,4955,1,7
1,4959,1.74980057982641e+100,1.74980057982641e+100
2,4959,1.74980057982641e+100,1.74980057982641e+100
3,4959,1.74980057982641e+100,1.74980057982641e+100
4,4959,1.74980057982641e+100,1.74980057982641e+100
5,4959,1.74980057982641e+100,1.74980057982641e+100
6,4959,1.74980057982641e+100,1.74980057982641e+100
7,4959,1.74980057982641e+100,1.74980057982641e+100
8,4959,1.74980057982641e+100,1.74980057982641e+100
9,4959,1,6
10,4959,1,5
11,4959,1,12
12,4959,1,10
13,4959,1,7
14,4959,1,6
15,4959,1,5
16,4959,1.74980057982641e+100,1.74980057982641e+100
17,4959,1,12
18,4959,1,10
20,4959,1.74980057982641e+100,1.74980057982641e+100
21,4959,1,6
3,4962,2,15
8,4962,3,3
9,4962,1.74980057982641e+100,1.74980057982641e+100
10,4962,1.74980057982641e+100,1.74980057982641e+100
13,4962,3,9
16,4962,2,4
17,4962,3,2
18,4962,3,75
20,4962,1.74980057982641e+100,1.74980057982641e+100
21,4962,1.74980057982641e+100,1.74980057982641e+100
6,4965,1.74980057982641e+100,1.74980057982641e+100
8,4965,1.74980057982641e+100,1.74980057982641e+100
9,4965,1.74980057982641e+100,1.74980057982641e+100
12,4965,1.74980057982641e+100,1.74980057982641e+100
15,4965,1.74980057982641e+100,1.74980057982641e+100
22,4965,1.74980057982641e+100,1.74980057982641e+100
1,4969,1.74980057982641e+100,1.74980057982641e+100
2,4969,1.74980057982641e+100,1.74980057982641e+100
3,4969,1.74980057982641e+100,1.74980057982641e+100
4,4969,1.74980057982641e+100,1.74980057982641e+100
5,4969,1.74980057982641e+100,1.74980057982641e+100
6,4969,1.74980057982641e+100,1.74980057982641e+100
8,4969,1.74980057982641e+100,1.74980057982641e+100
9,4969,1.74980057982641e+100,1.74980057982641e+100
12,4969,1.74980057982641e+100,1.74980057982641e+100
14,4969,1.74980057982641e+100,1.74980057982641e+100
15,4969,1.74980057982641e+100,1.74980057982641e+100
16,4969,1.74980057982641e+100,1.74980057982641e+100
17,4969,1.74980057982641e+100,1.74980057982641e+100
18,4969,1.74980057982641e+100,1.74980057982641e+100
20,4969,1.74980057982641e+100,1.74980057982641e+100
1,4972,1.74980057982641e+100,1.74980057982641e+100
2,4972,1.74980057982641e+100,1.74980057982641e+100
3,4972,1.74980057982641e+100,1.74980057982641e+100
4,4972,1.74980057982641e+100,1.74980057982641e+100
5,4972,1.74980057982641e+100,1.74980057982641e+100
7,4972,1.74980057982641e+100,1.74980057982641e+100
8,4972,1.74980057982641e+100,1.74980057982641e+100
10,4972,1.74980057982641e+100,1.74980057982641e+100
13,4972,1.74980057982641e+100,1.74980057982641e+100
1,4975,1.74980057982641e+100,1.74980057982641e+100
2,4975,1.74980057982641e+100,1.74980057982641e+100
3,4975,1.74980057982641e+100,1.74980057982641e+100
4,4975,1.74980057982641e+100,1.74980057982641e+100
5,4975,1.74980057982641e+100,1.74980057982641e+100
7,4975,1,8
8,4975,1.74980057982641e+100,1.74980057982641e+100
9,4975,1.74980057982641e+100,1.74980057982641e+100
10,4975,1.74980057982641e+100,1.74980057982641e+100
11,4975,1.74980057982641e+100,1.74980057982641e+100
12,4975,1.74980057982641e+100,1.74980057982641e+100
13,4975,1.74980057982641e+100,1.74980057982641e+100
14,4975,1.74980057982641e+100,1.74980057982641e+100
15,4975,1.74980057982641e+100,1.74980057982641e+100
16,4975,1.74980057982641e+100,1.74980057982641e+100
17,4975,1.74980057982641e+100,1.74980057982641e+100
18,4975,1.74980057982641e+100,1.74980057982641e+100
19,4975,1.74980057982641e+100,1.74980057982641e+100
20,4975,1.74980057982641e+100,1.74980057982641e+100
1,4979,1,5
2,4979,1,50
3,4979,1.74980057982641e+100,1.74980057982641e+100
5,4979,1,1
6,4979,1,50
7,4979,1,75
8,4979,1,5
9,4979,1,25
10,4979,1,5
11,4979,1,5
12,4979,1.74980057982641e+100,1.74980057982641e+100
13,4979,1.74980057982641e+100,1.74980057982641e+100
14,4979,1,25
15,4979,1.74980057982641e+100,1.74980057982641e+100
16,4979,1,25
19,4979,1,25
20,4979,1,25
1,4982,1,11
2,4982,1,20
3,4982,1,14
4,4982,1,13
5,4982,1,4
6,4982,1.74980057982641e+100,1.74980057982641e+100
7,4982,1,8
8,4982,2,2
9,4982,1,16
10,4982,1,11
11,4982,1.74980057982641e+100,1.74980057982641e+100
12,4982,1.74980057982641e+100,1.74980057982641e+100
13,4982,1,5
14,4982,1,4
15,4982,1.74980057982641e+100,1.74980057982641e+100
16,4982,1,12
17,4982,1,15
18,4982,1.74980057982641e+100,1.74980057982641e+100
19,4982,1,4
9,4985,1,2
10,4985,1.74980057982641e+100,1.74980057982641e+100
12,4985,1,2
14,4985,1,10
15,4985,1.74980057982641e+100,1.74980057982641e+100
17,4985,1,2
19,4985,1,3
1,4989,1,6
3,4989,1.74980057982641e+100,1.74980057982641e+100
4,4989,1.74980057982641e+100,1.74980057982641e+100
5,4989,1.74980057982641e+100,1.74980057982641e+100
6,4989,1.74980057982641e+100,1.74980057982641e+100
7,4989,1.74980057982641e+100,1.74980057982641e+100
8,4989,1.74980057982641e+100,1.74980057982641e+100
9,4989,1.74980057982641e+100,1.74980057982641e+100
11,4989,1.74980057982641e+100,1.74980057982641e+100
12,4989,1.74980057982641e+100,1.74980057982641e+100
13,4989,1.74980057982641e+100,1.74980057982641e+100
14,4989,1.74980057982641e+100,1.74980057982641e+100
15,4989,1.74980057982641e+100,1.74980057982641e+100
17,4989,1.74980057982641e+100,1.74980057982641e+100
18,4989,1.74980057982641e+100,1.74980057982641e+100
19,4989,1.74980057982641e+100,1.74980057982641e+100
1,4992,1.74980057982641e+100,1.74980057982641e+100
2,4992,1.74980057982641e+100,1.74980057982641e+100
3,4992,1.74980057982641e+100,1.74980057982641e+100
6,4992,1.74980057982641e+100,1.74980057982641e+100
7,4992,1.74980057982641e+100,1.74980057982641e+100
8,4992,1.74980057982641e+100,1.74980057982641e+100
9,4992,1.74980057982641e+100,1.74980057982641e+100
10,4992,1.74980057982641e+100,1.74980057982641e+100
11,4992,1.74980057982641e+100,1.74980057982641e+100
12,4992,1.74980057982641e+100,1.74980057982641e+100
13,4992,1.74980057982641e+100,1.74980057982641e+100
14,4992,1.74980057982641e+100,1.74980057982641e+100
15,4992,1.74980057982641e+100,1.74980057982641e+100
16,4992,1.74980057982641e+100,1.74980057982641e+100
17,4992,1.74980057982641e+100,1.74980057982641e+100
18,4992,1.74980057982641e+100,1.74980057982641e+100
19,4992,1.74980057982641e+100,1.74980057982641e+100
20,4992,1.74980057982641e+100,1.74980057982641e+100
1,4995,1,7
2,4995,1,6
3,4995,1,7
4,4995,1,2
5,4995,1,6
6,4995,1,2
7,4995,1,2
10,4995,1,3
11,4995,1,1
12,4995,1.74980057982641e+100,1.74980057982641e+100
13,4995,1,3
14,4995,1,5
15,4995,1,4
16,4995,1.74980057982641e+100,1.74980057982641e+100
17,4995,1,6
18,4995,1,2
19,4995,1.74980057982641e+100,1.74980057982641e+100
20,4995,1,1
21,4995,1,4
24,4995,1.74980057982641e+100,1.74980057982641e+100
2,4999,1.74980057982641e+100,1.74980057982641e+100
3,4999,1.74980057982641e+100,1.74980057982641e+100
5,4999,1.74980057982641e+100,1.74980057982641e+100
7,4999,1.74980057982641e+100,1.74980057982641e+100
8,4999,1.74980057982641e+100,1.74980057982641e+100
9,4999,1.74980057982641e+100,1.74980057982641e+100
11,4999,1.74980057982641e+100,1.74980057982641e+100
12,4999,1.74980057982641e+100,1.74980057982641e+100
14,4999,1.74980057982641e+100,1.74980057982641e+100
16,4999,1.74980057982641e+100,1.74980057982641e+100
19,4999,1.74980057982641e+100,1.74980057982641e+100
