nh,clust,Source_of_item
17,4089,1
17,4089,1.74980057982641e+100
17,4089,1.74980057982641e+100
18,4089,1
18,4089,1.74980057982641e+100
18,4089,1
19,4089,1
1,4092,1.74980057982641e+100
2,4092,1.74980057982641e+100
2,4092,1.74980057982641e+100
3,4092,1.74980057982641e+100
3,4092,1.74980057982641e+100
4,4092,1.74980057982641e+100
5,4092,1.74980057982641e+100
7,4092,1.74980057982641e+100
8,4092,1.74980057982641e+100
10,4092,1.74980057982641e+100
12,4092,1.74980057982641e+100
12,4092,1.74980057982641e+100
13,4092,1.74980057982641e+100
13,4092,1.74980057982641e+100
14,4092,1.74980057982641e+100
15,4092,1.74980057982641e+100
17,4092,1.74980057982641e+100
18,4092,1.74980057982641e+100
18,4092,1.74980057982641e+100
20,4092,1.74980057982641e+100
1,4095,1
1,4095,1.74980057982641e+100
2,4095,1
2,4095,1.74980057982641e+100
3,4095,1
3,4095,1
3,4095,1.74980057982641e+100
3,4095,1.74980057982641e+100
4,4095,1
4,4095,1
4,4095,1.74980057982641e+100
4,4095,1.74980057982641e+100
5,4095,1.74980057982641e+100
6,4095,1
6,4095,1
6,4095,1.74980057982641e+100
6,4095,1.74980057982641e+100
6,4095,1
6,4095,1.74980057982641e+100
7,4095,1
7,4095,1.74980057982641e+100
8,4095,1
8,4095,1.74980057982641e+100
8,4095,1
8,4095,1.74980057982641e+100
8,4095,1.74980057982641e+100
9,4095,3
9,4095,1
9,4095,1
9,4095,1.74980057982641e+100
9,4095,1.74980057982641e+100
9,4095,1
9,4095,3
9,4095,1.74980057982641e+100
9,4095,1.74980057982641e+100
10,4095,1
10,4095,1.74980057982641e+100
10,4095,1.74980057982641e+100
10,4095,1.74980057982641e+100
10,4095,1
11,4095,1
11,4095,1.74980057982641e+100
12,4095,3
12,4095,1
12,4095,1
12,4095,1.74980057982641e+100
12,4095,1.74980057982641e+100
12,4095,1.74980057982641e+100
12,4095,1
12,4095,1.74980057982641e+100
13,4095,1
13,4095,1
14,4095,1
14,4095,1.74980057982641e+100
14,4095,1.74980057982641e+100
15,4095,1
15,4095,1
15,4095,1.74980057982641e+100
15,4095,1.74980057982641e+100
15,4095,1.74980057982641e+100
16,4095,1
16,4095,1
16,4095,1.74980057982641e+100
16,4095,1.74980057982641e+100
17,4095,1
17,4095,1
17,4095,1.74980057982641e+100
17,4095,1.74980057982641e+100
17,4095,1.74980057982641e+100
18,4095,1
18,4095,1.74980057982641e+100
18,4095,1.74980057982641e+100
19,4095,1
19,4095,1.74980057982641e+100
20,4095,1
20,4095,1
20,4095,1.74980057982641e+100
20,4095,1.74980057982641e+100
20,4095,1.74980057982641e+100
1,4099,1
1,4099,1.74980057982641e+100
1,4099,1.74980057982641e+100
1,4099,1.74980057982641e+100
2,4099,1
2,4099,1.74980057982641e+100
4,4099,1.74980057982641e+100
5,4099,1.74980057982641e+100
6,4099,4
7,4099,1.74980057982641e+100
7,4099,1.74980057982641e+100
7,4099,1.74980057982641e+100
8,4099,1.74980057982641e+100
9,4099,1.74980057982641e+100
10,4099,1
10,4099,1
10,4099,1
10,4099,1.74980057982641e+100
10,4099,1.74980057982641e+100
11,4099,5
11,4099,1.74980057982641e+100
11,4099,1.74980057982641e+100
11,4099,1.74980057982641e+100
11,4099,1
11,4099,3
11,4099,1.74980057982641e+100
12,4099,1
12,4099,1.74980057982641e+100
12,4099,1.74980057982641e+100
13,4099,1.74980057982641e+100
14,4099,1
15,4099,5
15,4099,1.74980057982641e+100
15,4099,1
15,4099,1.74980057982641e+100
16,4099,1
16,4099,1.74980057982641e+100
17,4099,1.74980057982641e+100
19,4099,1.74980057982641e+100
20,4099,1.74980057982641e+100
3,4102,1.74980057982641e+100
6,4102,1.74980057982641e+100
6,4102,1.74980057982641e+100
12,4102,1.74980057982641e+100
12,4102,1.74980057982641e+100
17,4102,1.74980057982641e+100
17,4102,1.74980057982641e+100
2,4105,1
2,4105,1
2,4105,1
2,4105,1.74980057982641e+100
2,4105,1.74980057982641e+100
2,4105,1.74980057982641e+100
6,4105,1
6,4105,1.74980057982641e+100
6,4105,1.74980057982641e+100
10,4105,1.74980057982641e+100
10,4105,1.74980057982641e+100
13,4105,1.74980057982641e+100
18,4105,1.74980057982641e+100
20,4105,1.74980057982641e+100
20,4105,1.74980057982641e+100
20,4105,1.74980057982641e+100
21,4105,3
21,4105,3
22,4105,1.74980057982641e+100
22,4105,1.74980057982641e+100
19,4109,1.74980057982641e+100
19,4109,1.74980057982641e+100
19,4109,1.74980057982641e+100
20,4109,1.74980057982641e+100
20,4109,1.74980057982641e+100
2,4112,1.74980057982641e+100
2,4112,1.74980057982641e+100
3,4112,1.74980057982641e+100
3,4112,1.74980057982641e+100
4,4112,5
4,4112,1.74980057982641e+100
4,4112,1.74980057982641e+100
5,4112,3
5,4112,3
5,4112,1.74980057982641e+100
5,4112,1.74980057982641e+100
5,4112,1.74980057982641e+100
5,4112,3
5,4112,1.74980057982641e+100
5,4112,1.74980057982641e+100
6,4112,5
6,4112,1.74980057982641e+100
7,4112,1.74980057982641e+100
7,4112,1.74980057982641e+100
7,4112,1.74980057982641e+100
9,4112,1.74980057982641e+100
10,4112,3
10,4112,3
10,4112,1.74980057982641e+100
10,4112,1.74980057982641e+100
11,4112,5
11,4112,1.74980057982641e+100
12,4112,1.74980057982641e+100
12,4112,1.74980057982641e+100
12,4112,1.74980057982641e+100
13,4112,5
13,4112,1.74980057982641e+100
13,4112,1.74980057982641e+100
14,4112,1.74980057982641e+100
14,4112,1.74980057982641e+100
15,4112,1.74980057982641e+100
15,4112,1.74980057982641e+100
15,4112,3
15,4112,3
15,4112,1.74980057982641e+100
15,4112,1.74980057982641e+100
16,4112,1
16,4112,1.74980057982641e+100
16,4112,1.74980057982641e+100
17,4112,1.74980057982641e+100
17,4112,1.74980057982641e+100
19,4112,5
19,4112,1.74980057982641e+100
19,4112,1.74980057982641e+100
19,4112,1.74980057982641e+100
20,4112,5
20,4112,1.74980057982641e+100
20,4112,1.74980057982641e+100
2,4115,1.74980057982641e+100
3,4115,1.74980057982641e+100
3,4115,1.74980057982641e+100
5,4115,1.74980057982641e+100
5,4115,1.74980057982641e+100
6,4115,1.74980057982641e+100
6,4115,1.74980057982641e+100
7,4115,1
7,4115,1.74980057982641e+100
7,4115,1
9,4115,1.74980057982641e+100
11,4115,1.74980057982641e+100
11,4115,1.74980057982641e+100
12,4115,1
12,4115,1.74980057982641e+100
12,4115,1.74980057982641e+100
13,4115,1.74980057982641e+100
14,4115,3
14,4115,1.74980057982641e+100
15,4115,1.74980057982641e+100
16,4115,1.74980057982641e+100
17,4115,1
17,4115,3
17,4115,1.74980057982641e+100
19,4115,1.74980057982641e+100
20,4115,1
20,4115,1.74980057982641e+100
6,4119,1
6,4119,3
6,4119,1
7,4119,1
13,4119,1
14,4119,1
14,4119,1
14,4119,1
17,4119,1
17,4119,1.74980057982641e+100
18,4119,1
18,4119,1
18,4119,1
20,4119,1.74980057982641e+100
4,4122,1.74980057982641e+100
5,4122,1
9,4122,1.74980057982641e+100
10,4122,1.74980057982641e+100
11,4122,1
11,4122,1.74980057982641e+100
17,4122,1.74980057982641e+100
20,4122,1.74980057982641e+100
20,4122,1.74980057982641e+100
1,4125,1.74980057982641e+100
1,4125,1.74980057982641e+100
2,4125,1.74980057982641e+100
2,4125,1.74980057982641e+100
2,4125,1
3,4125,1.74980057982641e+100
4,4125,1.74980057982641e+100
4,4125,1.74980057982641e+100
5,4125,1.74980057982641e+100
6,4125,1.74980057982641e+100
8,4125,1.74980057982641e+100
8,4125,1.74980057982641e+100
10,4125,1
10,4125,1.74980057982641e+100
11,4125,1.74980057982641e+100
11,4125,1.74980057982641e+100
12,4125,1.74980057982641e+100
13,4125,1.74980057982641e+100
13,4125,1.74980057982641e+100
14,4125,1.74980057982641e+100
14,4125,1.74980057982641e+100
14,4125,3
14,4125,1.74980057982641e+100
16,4125,1.74980057982641e+100
17,4125,1.74980057982641e+100
17,4125,1.74980057982641e+100
17,4125,3
17,4125,1.74980057982641e+100
19,4125,1.74980057982641e+100
19,4125,1.74980057982641e+100
20,4125,1.74980057982641e+100
1,4129,1
1,4129,1.74980057982641e+100
1,4129,1.74980057982641e+100
2,4129,1.74980057982641e+100
3,4129,1.74980057982641e+100
3,4129,1.74980057982641e+100
4,4129,1.74980057982641e+100
4,4129,1.74980057982641e+100
5,4129,1.74980057982641e+100
6,4129,1.74980057982641e+100
7,4129,1.74980057982641e+100
8,4129,1.74980057982641e+100
8,4129,1
9,4129,1.74980057982641e+100
10,4129,1.74980057982641e+100
11,4129,1.74980057982641e+100
13,4129,1.74980057982641e+100
14,4129,1.74980057982641e+100
15,4129,1.74980057982641e+100
15,4129,1.74980057982641e+100
16,4129,1.74980057982641e+100
17,4129,3
17,4129,3
17,4129,1.74980057982641e+100
17,4129,1.74980057982641e+100
17,4129,3
18,4129,1
18,4129,1.74980057982641e+100
19,4129,2
19,4129,1.74980057982641e+100
19,4129,1.74980057982641e+100
20,4129,1.74980057982641e+100
20,4129,1.74980057982641e+100
1,4132,1.74980057982641e+100
2,4132,1.74980057982641e+100
2,4132,1.74980057982641e+100
3,4132,1.74980057982641e+100
3,4132,1.74980057982641e+100
4,4132,1.74980057982641e+100
5,4132,1.74980057982641e+100
6,4132,1
6,4132,1.74980057982641e+100
6,4132,1.74980057982641e+100
8,4132,1.74980057982641e+100
8,4132,1.74980057982641e+100
9,4132,1.74980057982641e+100
11,4132,1.74980057982641e+100
11,4132,1.74980057982641e+100
12,4132,1.74980057982641e+100
12,4132,1.74980057982641e+100
14,4132,1.74980057982641e+100
16,4132,1.74980057982641e+100
17,4132,1.74980057982641e+100
18,4132,1.74980057982641e+100
18,4132,1.74980057982641e+100
19,4132,1.74980057982641e+100
20,4132,1.74980057982641e+100
20,4132,1.74980057982641e+100
20,4132,1
2,4134,1
2,4134,1.74980057982641e+100
4,4134,1
4,4134,1.74980057982641e+100
5,4134,1
5,4134,1.74980057982641e+100
6,4134,1
6,4134,1.74980057982641e+100
7,4134,1
7,4134,1.74980057982641e+100
7,4134,1.74980057982641e+100
8,4134,1
8,4134,1.74980057982641e+100
8,4134,1.74980057982641e+100
11,4134,1
12,4134,1.74980057982641e+100
13,4134,3
13,4134,1.74980057982641e+100
13,4134,3
14,4134,1
14,4134,1.74980057982641e+100
15,4134,1
15,4134,1.74980057982641e+100
16,4134,1
16,4134,1
16,4134,1.74980057982641e+100
17,4134,1
18,4134,1
18,4134,1.74980057982641e+100
2,4139,1
2,4139,1.74980057982641e+100
2,4139,1.74980057982641e+100
2,4139,1.74980057982641e+100
2,4139,1.74980057982641e+100
3,4139,1
3,4139,1
3,4139,1.74980057982641e+100
3,4139,1.74980057982641e+100
4,4139,1
4,4139,1.74980057982641e+100
4,4139,1.74980057982641e+100
5,4139,1.74980057982641e+100
5,4139,1.74980057982641e+100
6,4139,5
6,4139,1.74980057982641e+100
6,4139,1.74980057982641e+100
6,4139,1.74980057982641e+100
7,4139,1.74980057982641e+100
7,4139,1
7,4139,1.74980057982641e+100
8,4139,1
8,4139,1.74980057982641e+100
8,4139,1.74980057982641e+100
8,4139,1.74980057982641e+100
8,4139,1.74980057982641e+100
10,4139,1
10,4139,1
10,4139,1.74980057982641e+100
10,4139,1.74980057982641e+100
10,4139,5
10,4139,1.74980057982641e+100
11,4139,1
11,4139,1.74980057982641e+100
11,4139,1.74980057982641e+100
13,4139,1.74980057982641e+100
13,4139,1.74980057982641e+100
13,4139,1.74980057982641e+100
13,4139,1.74980057982641e+100
13,4139,3
13,4139,1.74980057982641e+100
15,4139,1
15,4139,1
15,4139,1.74980057982641e+100
15,4139,1.74980057982641e+100
15,4139,1.74980057982641e+100
15,4139,1.74980057982641e+100
16,4139,1
16,4139,3
16,4139,1
16,4139,1.74980057982641e+100
16,4139,1.74980057982641e+100
16,4139,1.74980057982641e+100
16,4139,1
16,4139,1.74980057982641e+100
16,4139,1.74980057982641e+100
17,4139,1.74980057982641e+100
17,4139,1
18,4139,1
18,4139,1.74980057982641e+100
18,4139,1.74980057982641e+100
20,4139,1
20,4139,1
20,4139,1
20,4139,1
20,4139,1.74980057982641e+100
20,4139,1.74980057982641e+100
20,4139,1.74980057982641e+100
20,4139,1.74980057982641e+100
20,4139,1.74980057982641e+100
20,4139,1
20,4139,3
20,4139,1.74980057982641e+100
20,4139,1.74980057982641e+100
20,4139,1.74980057982641e+100
10,4142,1
10,4142,3
10,4142,3
10,4142,1
10,4142,1.74980057982641e+100
10,4142,1.74980057982641e+100
10,4142,1.74980057982641e+100
10,4142,1
10,4142,1.74980057982641e+100
20,4142,1
20,4142,1.74980057982641e+100
1,4149,1
1,4149,1.74980057982641e+100
1,4149,1.74980057982641e+100
1,4149,1.74980057982641e+100
1,4149,1
1,4149,1.74980057982641e+100
3,4149,1
3,4149,1
3,4149,1.74980057982641e+100
3,4149,1.74980057982641e+100
7,4149,1.74980057982641e+100
8,4149,1
8,4149,1.74980057982641e+100
8,4149,1.74980057982641e+100
9,4149,1
9,4149,1
9,4149,1.74980057982641e+100
9,4149,1.74980057982641e+100
10,4149,1
10,4149,1.74980057982641e+100
11,4149,1.74980057982641e+100
11,4149,1.74980057982641e+100
11,4149,3
11,4149,1.74980057982641e+100
13,4149,1.74980057982641e+100
15,4149,1
15,4149,1
15,4149,1
15,4149,1
15,4149,1.74980057982641e+100
15,4149,1.74980057982641e+100
17,4149,1
17,4149,1
20,4149,1
20,4149,1
20,4149,1.74980057982641e+100
23,4149,1.74980057982641e+100
24,4149,1
24,4149,1.74980057982641e+100
24,4149,1.74980057982641e+100
1,4152,1
1,4152,1
1,4152,1
1,4152,1.74980057982641e+100
1,4152,1.74980057982641e+100
1,4152,1.74980057982641e+100
1,4152,1
1,4152,3
1,4152,1.74980057982641e+100
1,4152,1.74980057982641e+100
2,4152,1
2,4152,1.74980057982641e+100
2,4152,1.74980057982641e+100
3,4152,1
3,4152,1.74980057982641e+100
3,4152,1.74980057982641e+100
3,4152,3
3,4152,1.74980057982641e+100
5,4152,1
5,4152,1.74980057982641e+100
5,4152,1.74980057982641e+100
7,4152,1
8,4152,1
8,4152,1.74980057982641e+100
8,4152,1.74980057982641e+100
9,4152,1.74980057982641e+100
9,4152,1.74980057982641e+100
9,4152,1
9,4152,3
10,4152,3
10,4152,1.74980057982641e+100
10,4152,1.74980057982641e+100
10,4152,3
12,4152,1.74980057982641e+100
12,4152,1.74980057982641e+100
12,4152,3
17,4152,1.74980057982641e+100
17,4152,1.74980057982641e+100
17,4152,3
17,4152,1.74980057982641e+100
19,4152,1
19,4152,1.74980057982641e+100
19,4152,1
19,4152,3
20,4152,1
20,4152,1.74980057982641e+100
20,4152,1.74980057982641e+100
20,4152,3
21,4152,1.74980057982641e+100
23,4152,1
23,4152,1
23,4152,1.74980057982641e+100
23,4152,1.74980057982641e+100
23,4152,1.74980057982641e+100
23,4152,1
23,4152,3
23,4152,1.74980057982641e+100
1,4155,1
1,4155,1
1,4155,1
1,4155,1
1,4155,1.74980057982641e+100
1,4155,1
1,4155,1.74980057982641e+100
1,4155,1.74980057982641e+100
1,4155,1.74980057982641e+100
1,4155,1.74980057982641e+100
4,4155,1
4,4155,1
4,4155,1
4,4155,1
4,4155,1.74980057982641e+100
4,4155,1.74980057982641e+100
4,4155,1.74980057982641e+100
7,4155,1
7,4155,1
7,4155,1
9,4155,1
9,4155,1.74980057982641e+100
15,4155,1
2,4159,1
2,4159,2
2,4159,2
8,4159,1.74980057982641e+100
8,4159,1.74980057982641e+100
8,4159,1.74980057982641e+100
8,4159,1.74980057982641e+100
9,4159,1
9,4159,1.74980057982641e+100
9,4159,1.74980057982641e+100
9,4159,1.74980057982641e+100
13,4159,1.74980057982641e+100
13,4159,1.74980057982641e+100
13,4159,1.74980057982641e+100
15,4159,1
17,4159,1
17,4159,1.74980057982641e+100
17,4159,1.74980057982641e+100
17,4159,1.74980057982641e+100
3,4162,5
3,4162,3
4,4162,5
4,4162,3
4,4162,1.74980057982641e+100
4,4162,1.74980057982641e+100
4,4162,1.74980057982641e+100
12,4162,3
12,4162,3
12,4162,3
12,4162,1.74980057982641e+100
12,4162,1.74980057982641e+100
6,4169,3
6,4169,1.74980057982641e+100
6,4169,1.74980057982641e+100
1,4172,1
1,4172,1.74980057982641e+100
1,4172,1.74980057982641e+100
1,4172,1.74980057982641e+100
10,4172,1
10,4172,1.74980057982641e+100
5,4175,1
5,4175,1.74980057982641e+100
10,4175,1
10,4175,1.74980057982641e+100
16,4175,1
16,4175,1.74980057982641e+100
19,4175,1
19,4175,1.74980057982641e+100
9,4182,1.74980057982641e+100
9,4182,1.74980057982641e+100
1,4189,1.74980057982641e+100
1,4189,1.74980057982641e+100
2,4189,5
2,4189,5
3,4189,1.74980057982641e+100
3,4189,1.74980057982641e+100
3,4189,1.74980057982641e+100
3,4189,5
3,4189,1.74980057982641e+100
3,4189,1.74980057982641e+100
5,4189,1.74980057982641e+100
6,4189,1.74980057982641e+100
6,4189,1.74980057982641e+100
6,4189,5
6,4189,1.74980057982641e+100
6,4189,5
7,4189,1.74980057982641e+100
7,4189,5
7,4189,1.74980057982641e+100
12,4189,5
12,4189,1.74980057982641e+100
12,4189,1
12,4189,5
15,4189,1
15,4189,1.74980057982641e+100
15,4189,5
15,4189,1.74980057982641e+100
15,4189,5
15,4189,5
18,4189,5
18,4189,1.74980057982641e+100
18,4189,1.74980057982641e+100
18,4189,1.74980057982641e+100
18,4189,3
18,4189,3
1,4192,1
1,4192,3
1,4192,1.74980057982641e+100
2,4192,3
2,4192,5
2,4192,1.74980057982641e+100
2,4192,1.74980057982641e+100
2,4192,1.74980057982641e+100
3,4192,1.74980057982641e+100
3,4192,1.74980057982641e+100
4,4192,1.74980057982641e+100
4,4192,1.74980057982641e+100
5,4192,5
5,4192,1.74980057982641e+100
5,4192,1.74980057982641e+100
7,4192,1.74980057982641e+100
7,4192,1.74980057982641e+100
8,4192,3
8,4192,5
8,4192,1.74980057982641e+100
9,4192,5
9,4192,1.74980057982641e+100
10,4192,1
10,4192,1.74980057982641e+100
11,4192,1.74980057982641e+100
12,4192,5
12,4192,1.74980057982641e+100
13,4192,5
13,4192,1.74980057982641e+100
13,4192,1.74980057982641e+100
13,4192,1.74980057982641e+100
13,4192,1.74980057982641e+100
14,4192,3
14,4192,5
14,4192,1.74980057982641e+100
14,4192,1.74980057982641e+100
14,4192,1.74980057982641e+100
14,4192,1.74980057982641e+100
15,4192,5
15,4192,1.74980057982641e+100
15,4192,1.74980057982641e+100
16,4192,5
16,4192,1.74980057982641e+100
16,4192,1.74980057982641e+100
17,4192,5
17,4192,1.74980057982641e+100
17,4192,1.74980057982641e+100
18,4192,3
18,4192,1.74980057982641e+100
18,4192,1.74980057982641e+100
19,4192,5
19,4192,3
19,4192,3
19,4192,3
19,4192,1.74980057982641e+100
2,4199,1.74980057982641e+100
4,4199,2
4,4199,1
4,4199,1.74980057982641e+100
4,4199,1.74980057982641e+100
5,4199,1.74980057982641e+100
5,4199,1.74980057982641e+100
6,4199,1.74980057982641e+100
7,4199,2
7,4199,1.74980057982641e+100
7,4199,1.74980057982641e+100
7,4199,1.74980057982641e+100
8,4199,2
8,4199,1.74980057982641e+100
8,4199,1.74980057982641e+100
8,4199,1.74980057982641e+100
9,4199,1.74980057982641e+100
9,4199,1.74980057982641e+100
10,4199,1.74980057982641e+100
10,4199,1.74980057982641e+100
11,4199,1.74980057982641e+100
11,4199,1.74980057982641e+100
13,4199,1.74980057982641e+100
13,4199,1.74980057982641e+100
13,4199,1.74980057982641e+100
14,4199,1
14,4199,1.74980057982641e+100
14,4199,1.74980057982641e+100
16,4199,1.74980057982641e+100
18,4199,1.74980057982641e+100
18,4199,1.74980057982641e+100
19,4199,1.74980057982641e+100
19,4199,1.74980057982641e+100
20,4199,1.74980057982641e+100
20,4199,1.74980057982641e+100
2,4202,1.74980057982641e+100
2,4202,1.74980057982641e+100
4,4202,5
4,4202,5
4,4202,5
4,4202,1.74980057982641e+100
4,4202,1.74980057982641e+100
4,4202,1.74980057982641e+100
6,4202,5
6,4202,1.74980057982641e+100
9,4202,1.74980057982641e+100
11,4202,1.74980057982641e+100
11,4202,1.74980057982641e+100
17,4202,3
17,4202,1.74980057982641e+100
17,4202,1.74980057982641e+100
17,4202,1.74980057982641e+100
17,4202,1.74980057982641e+100
1,4205,3
1,4205,1.74980057982641e+100
1,4205,1.74980057982641e+100
1,4205,5
1,4205,3
1,4205,1.74980057982641e+100
3,4205,5
3,4205,1.74980057982641e+100
4,4205,3
4,4205,1.74980057982641e+100
4,4205,1.74980057982641e+100
5,4205,5
5,4205,1.74980057982641e+100
5,4205,1.74980057982641e+100
6,4205,1.74980057982641e+100
7,4205,5
7,4205,1.74980057982641e+100
8,4205,5
8,4205,1.74980057982641e+100
8,4205,1.74980057982641e+100
9,4205,1.74980057982641e+100
10,4205,5
11,4205,3
11,4205,1.74980057982641e+100
11,4205,1.74980057982641e+100
11,4205,1.74980057982641e+100
12,4205,5
12,4205,1.74980057982641e+100
12,4205,1.74980057982641e+100
12,4205,5
12,4205,1.74980057982641e+100
13,4205,5
13,4205,1.74980057982641e+100
13,4205,1.74980057982641e+100
13,4205,1.74980057982641e+100
14,4205,5
14,4205,1.74980057982641e+100
15,4205,5
15,4205,1.74980057982641e+100
15,4205,1.74980057982641e+100
16,4205,1.74980057982641e+100
17,4205,5
17,4205,1.74980057982641e+100
17,4205,1.74980057982641e+100
18,4205,5
18,4205,1.74980057982641e+100
18,4205,1.74980057982641e+100
20,4205,5
20,4205,1.74980057982641e+100
20,4205,1.74980057982641e+100
8,4209,1.74980057982641e+100
8,4209,3
8,4209,1.74980057982641e+100
8,4209,1.74980057982641e+100
8,4209,1.74980057982641e+100
19,4209,1
19,4209,1.74980057982641e+100
19,4209,1
19,4209,1
12,4242,1
12,4242,1
12,4242,1.74980057982641e+100
9,4322,1
9,4322,1
9,4322,1.74980057982641e+100
17,4322,1
17,4322,1
17,4322,1
17,4322,1
7,4329,1
9,4329,1
9,4329,1
9,4329,1.74980057982641e+100
10,4329,1
10,4329,1
2,4332,5
2,4332,1.74980057982641e+100
2,4335,1.74980057982641e+100
5,4335,1.74980057982641e+100
9,4335,3
9,4335,1.74980057982641e+100
9,4335,1
9,4335,1.74980057982641e+100
11,4335,1.74980057982641e+100
15,4335,1.74980057982641e+100
15,4335,1.74980057982641e+100
15,4335,1
15,4335,1.74980057982641e+100
18,4335,1.74980057982641e+100
19,4335,1.74980057982641e+100
1,4339,1.74980057982641e+100
2,4339,1.74980057982641e+100
2,4339,1.74980057982641e+100
6,4339,1.74980057982641e+100
10,4339,1.74980057982641e+100
10,4339,1.74980057982641e+100
11,4339,1.74980057982641e+100
2,4342,1.74980057982641e+100
8,4342,1.74980057982641e+100
9,4342,1
9,4342,1
9,4342,1.74980057982641e+100
9,4342,1.74980057982641e+100
10,4342,1.74980057982641e+100
10,4342,1.74980057982641e+100
10,4342,1
16,4342,1.74980057982641e+100
17,4342,1
17,4342,1.74980057982641e+100
19,4342,1.74980057982641e+100
19,4342,1.74980057982641e+100
20,4342,1.74980057982641e+100
1,4345,1
1,4345,1
1,4345,1
1,4345,1
1,4345,1
1,4345,1.74980057982641e+100
2,4345,1
2,4345,1
2,4345,1
2,4345,1
3,4345,1
3,4345,1
3,4345,1
3,4345,1
3,4345,1.74980057982641e+100
3,4345,1
4,4345,1
4,4345,1
