nh,clust,Processed_food_code,Sell_any_processed_food
9,4419,1,2
9,4419,5,2
10,4419,1,2
11,4419,1,2
15,4419,1,2
16,4419,1,2
17,4419,1,2
18,4419,1,2
18,4419,10,1
19,4419,1,1
20,4419,1,2
21,4419,1,2
21,4419,3,2
22,4419,1,2
23,4419,1,2
23,4419,5,2
25,4419,1,2
1,4422,1,2
1,4422,4,2
2,4422,1,2
2,4422,7,1
3,4422,1,2
4,4422,1,2
5,4422,1,2
6,4422,1,2
6,4422,4,2
7,4422,1,2
8,4422,1,2
8,4422,4,1
9,4422,1,2
10,4422,1,2
11,4422,1,2
12,4422,1,2
13,4422,1,2
14,4422,1,2
15,4422,1,2
16,4422,1,2
17,4422,1,2
17,4422,11,1
18,4422,1,2
19,4422,1,2
20,4422,1,2
1,4425,1,2
2,4425,1,1
2,4425,1,1
3,4425,1,2
4,4425,1,2
4,4425,5,2
5,4425,1,2
6,4425,1,1
7,4425,1,1
8,4425,1,2
9,4425,1,2
10,4425,1,2
11,4425,1,2
12,4425,1,2
13,4425,1,2
14,4425,1,2
14,4425,5,2
15,4425,1,2
15,4425,5,1
16,4425,1,2
16,4425,11,2
17,4425,1,2
17,4425,5,2
18,4425,1,2
19,4425,1,2
20,4425,1,2
1,4429,1,2
2,4429,1,1
3,4429,1,2
4,4429,1,2
4,4429,11,2
5,4429,1,2
6,4429,1,2
6,4429,11,1
7,4429,1,2
8,4429,1,2
9,4429,1,2
10,4429,1,2
11,4429,1,2
13,4429,1,2
14,4429,1,2
15,4429,1,2
16,4429,1,2
17,4429,1,2
18,4429,1,2
19,4429,1,2
20,4429,1,2
25,4429,1,2
2,4433,1,2
2,4433,11,1
3,4433,1,2
3,4433,5,2
3,4433,8,2
4,4433,1,2
4,4433,5,2
4,4433,11,2
5,4433,1,2
5,4433,11,1
5,4433,11,2
6,4433,1,2
6,4433,5,1
6,4433,8,2
7,4433,1,2
7,4433,5,2
7,4433,8,1
7,4433,11,1
9,4433,1,2
9,4433,11,2
10,4433,1,2
10,4433,11,2
11,4433,1,2
12,4433,1,2
12,4433,11,2
13,4433,1,2
14,4433,1,2
15,4433,1,2
16,4433,1,2
17,4433,1,2
18,4433,1,2
19,4433,1,2
19,4433,11,1
20,4433,1,1
1,4435,1,2
1,4435,5,2
1,4435,8,2
3,4435,1,2
3,4435,5,2
4,4435,1,2
4,4435,5,2
4,4435,8,2
6,4435,1,2
6,4435,5,2
7,4435,1,2
8,4435,1,2
9,4435,1,2
9,4435,5,2
10,4435,1,2
10,4435,5,2
11,4435,1,2
11,4435,5,2
12,4435,1,2
13,4435,1,2
13,4435,8,1
14,4435,1,2
15,4435,1,2
16,4435,1,2
17,4435,1,2
18,4435,1,2
20,4435,1,2
20,4435,5,2
21,4435,1,2
21,4435,5,2
22,4435,1,2
22,4435,5,2
23,4435,1,2
23,4435,5,2
1,4439,1,2
2,4439,1,2
2,4439,10,1
3,4439,1,1
7,4439,1,2
9,4439,1,2
12,4439,1,1
13,4439,1,2
13,4439,10,1
15,4439,1,2
17,4439,1,2
18,4439,1,2
21,4439,1,2
24,4439,1,2
1,4442,1,2
2,4442,1,2
4,4442,1,2
5,4442,1,2
6,4442,1,2
7,4442,1,2
8,4442,1,2
9,4442,1,2
9,4442,10,1
11,4442,1,2
11,4442,7,2
12,4442,1,2
13,4442,1,2
14,4442,1,2
15,4442,1,2
16,4442,1,2
17,4442,1,2
18,4442,1,2
20,4442,1,2
21,4442,1,2
24,4442,1,2
1,4445,1,2
1,4445,8,2
1,4445,11,2
2,4445,1,2
2,4445,8,2
2,4445,11,2
3,4445,1,2
3,4445,11,2
4,4445,1,2
4,4445,11,2
6,4445,1,2
6,4445,5,2
6,4445,11,1
7,4445,1,2
7,4445,11,2
8,4445,1,2
8,4445,5,2
8,4445,11,2
9,4445,1,2
10,4445,1,2
10,4445,5,2
10,4445,8,2
10,4445,11,2
11,4445,1,2
11,4445,5,2
11,4445,8,2
11,4445,11,2
12,4445,1,2
12,4445,11,2
13,4445,1,2
13,4445,5,2
13,4445,8,2
13,4445,11,2
14,4445,1,2
14,4445,5,2
14,4445,8,2
14,4445,11,2
15,4445,1,2
15,4445,8,2
15,4445,11,2
16,4445,1,2
16,4445,11,2
17,4445,11,2
18,4445,1,2
18,4445,11,2
19,4445,1,2
19,4445,5,2
19,4445,11,2
20,4445,1,2
20,4445,11,2
1,4449,1,2
1,4449,11,2
2,4449,1,2
2,4449,11,2
3,4449,1,2
3,4449,11,2
4,4449,1,2
4,4449,11,2
5,4449,1,2
5,4449,5,2
5,4449,11,2
6,4449,1,2
6,4449,11,1
7,4449,1,2
7,4449,11,2
9,4449,11,2
10,4449,1,2
10,4449,11,2
11,4449,1,2
11,4449,11,2
12,4449,1,2
13,4449,1,2
13,4449,11,2
14,4449,1,2
14,4449,11,2
15,4449,1,2
15,4449,11,2
16,4449,1,2
16,4449,11,2
17,4449,1,2
17,4449,11,2
18,4449,1,2
18,4449,1,2
19,4449,1,2
19,4449,11,2
20,4449,1,2
20,4449,5,2
20,4449,11,2
1,4452,1,2
1,4452,11,2
2,4452,1,2
2,4452,3,2
2,4452,6,2
2,4452,11,2
3,4452,1,2
3,4452,3,2
3,4452,6,2
3,4452,11,2
4,4452,1,2
4,4452,3,2
4,4452,6,2
4,4452,11,2
5,4452,1,2
5,4452,11,2
6,4452,1,2
6,4452,6,2
6,4452,11,2
8,4452,1,2
8,4452,6,2
8,4452,11,2
9,4452,1,2
9,4452,6,2
9,4452,11,1
10,4452,1,2
10,4452,11,2
11,4452,1,2
11,4452,6,2
11,4452,11,2
12,4452,1,2
12,4452,6,2
12,4452,11,2
13,4452,1,2
13,4452,11,2
14,4452,1,2
14,4452,6,2
14,4452,11,2
15,4452,1,2
15,4452,6,2
15,4452,11,2
16,4452,1,2
16,4452,6,2
16,4452,11,2
17,4452,1,2
17,4452,3,2
17,4452,11,2
18,4452,1,2
18,4452,6,2
18,4452,11,2
20,4452,1,2
20,4452,6,2
20,4452,11,2
22,4452,1,2
22,4452,11,2
1,4455,1,1
2,4455,1,2
2,4455,11,1
3,4455,1,2
4,4455,1,2
4,4455,4,2
4,4455,11,2
5,4455,1,2
5,4455,11,1
6,4455,1,2
6,4455,11,2
7,4455,1,2
7,4455,11,2
8,4455,1,2
8,4455,4,2
8,4455,11,1
9,4455,1,2
9,4455,11,1
10,4455,1,2
10,4455,11,2
11,4455,1,2
11,4455,11,1
13,4455,1,2
13,4455,11,1
14,4455,1,2
15,4455,1,2
16,4455,1,2
17,4455,1,2
17,4455,11,1
18,4455,1,2
18,4455,11,1
19,4455,1,2
19,4455,11,2
20,4455,1,1
20,4455,3,2
1,4459,1,2
2,4459,1,2
2,4459,11,2
3,4459,1,2
4,4459,1,2
4,4459,11,2
5,4459,1,2
7,4459,1,2
8,4459,1,2
8,4459,11,2
9,4459,1,2
10,4459,1,2
10,4459,11,2
11,4459,1,2
11,4459,11,2
12,4459,1,2
13,4459,1,1
13,4459,1,2
14,4459,1,2
15,4459,1,2
15,4459,10,2
17,4459,1,2
19,4459,1,2
20,4459,1,2
20,4459,11,2
1,4462,1,2
2,4462,1,2
2,4462,5,2
3,4462,1,2
4,4462,1,2
5,4462,1,2
6,4462,1,2
7,4462,1,2
8,4462,1,2
9,4462,1,2
9,4462,5,2
10,4462,1,2
11,4462,1,2
12,4462,1,2
13,4462,1,2
14,4462,1,2
15,4462,1,2
16,4462,1,2
17,4462,1,2
17,4462,5,2
17,4462,11,1
18,4462,1,2
19,4462,1,2
20,4462,1,2
1,4465,1,2
2,4465,1,2
2,4465,8,2
3,4465,1,2
5,4465,1,2
6,4465,1,2
7,4465,1,2
8,4465,1,2
9,4465,1,2
11,4465,1,2
12,4465,1,2
13,4465,1,2
14,4465,1,2
17,4465,1,2
19,4465,1,2
20,4465,1,2
20,4465,11,2
1,4469,1,2
4,4469,1,1
1,4472,1,2
2,4472,1,2
3,4472,1,2
4,4472,1,2
5,4472,1,2
6,4472,1,2
7,4472,1,2
8,4472,1,2
10,4472,1,2
11,4472,1,2
14,4472,1,1
15,4472,1,2
17,4472,1,2
20,4472,1,2
21,4472,1,2
23,4472,1,2
1,4475,1,2
3,4475,1,2
4,4475,1,2
6,4475,1,2
7,4475,1,2
9,4475,1,2
10,4475,1,2
12,4475,1,2
13,4475,1,2
14,4475,1,2
15,4475,1,2
16,4475,1,2
17,4475,1,2
18,4475,1,2
1,4479,1,2
2,4479,1,2
3,4479,1,2
4,4479,1,2
5,4479,1,1
5,4479,5,2
7,4479,1,2
7,4479,5,2
8,4479,1,2
8,4479,3,2
9,4479,1,2
10,4479,1,2
11,4479,1,1
12,4479,1,2
12,4479,1,2
12,4479,2,1
12,4479,5,2
14,4479,1,2
15,4479,1,2
15,4479,5,2
16,4479,1,2
16,4479,5,2
17,4479,1,2
17,4479,5,1
17,4479,8,2
18,4479,1,2
18,4479,2,2
19,4479,1,1
19,4479,8,2
20,4479,1,2
20,4479,5,2
1,4482,1,2
2,4482,1,2
2,4482,11,2
3,4482,1,2
3,4482,3,2
3,4482,11,2
4,4482,1,2
4,4482,10,2
6,4482,1,2
8,4482,1,2
9,4482,1,2
10,4482,1,1
12,4482,1,2
12,4482,11,2
15,4482,1,2
15,4482,8,1
17,4482,1,2
18,4482,1,2
19,4482,1,2
1,4485,1,2
2,4485,1,2
2,4485,10,1
3,4485,1,1
4,4485,1,2
5,4485,1,2
5,4485,5,1
5,4485,10,1
6,4485,1,1
6,4485,10,2
8,4485,1,2
8,4485,5,2
8,4485,10,2
9,4485,1,2
9,4485,5,2
9,4485,10,2
10,4485,1,2
10,4485,10,2
11,4485,1,2
12,4485,1,2
13,4485,1,1
13,4485,5,2
14,4485,1,2
14,4485,1,2
15,4485,1,1
15,4485,5,1
15,4485,10,2
16,4485,1,2
16,4485,5,2
16,4485,8,2
17,4485,1,2
17,4485,5,2
17,4485,10,1
18,4485,1,2
18,4485,8,2
18,4485,10,2
19,4485,1,2
20,4485,1,2
1,4489,1,2
2,4489,1,2
4,4489,1,2
4,4489,11,2
6,4489,1,2
7,4489,1,2
8,4489,1,2
9,4489,1,2
9,4489,5,2
10,4489,1,1
11,4489,1,2
12,4489,1,2
13,4489,11,2
15,4489,1,2
16,4489,1,2
16,4489,11,2
17,4489,1,2
17,4489,11,1
18,4489,1,2
18,4489,11,2
19,4489,1,2
20,4489,1,2
20,4489,5,1
20,4489,11,2
21,4489,1,2
21,4489,5,2
22,4489,1,2
1,4492,1,2
1,4492,5,2
1,4492,10,2
2,4492,1,2
3,4492,10,2
4,4492,1,2
4,4492,11,2
5,4492,5,2
6,4492,1,1
7,4492,1,2
7,4492,5,2
7,4492,11,2
8,4492,1,2
8,4492,5,2
8,4492,11,2
8,4492,11,2
9,4492,1,1
10,4492,1,2
10,4492,5,2
10,4492,10,2
11,4492,1,2
11,4492,5,2
11,4492,10,2
11,4492,11,2
11,4492,11,1
12,4492,1,2
12,4492,11,2
12,4492,11,2
14,4492,1,2
14,4492,10,2
15,4492,1,2
16,4492,1,2
16,4492,5,2
16,4492,11,2
17,4492,1,2
18,4492,1,2
18,4492,5,2
18,4492,10,2
19,4492,1,2
19,4492,5,2
19,4492,10,2
20,4492,1,2
1,4495,1,2
1,4495,5,2
1,4495,11,2
2,4495,5,2
2,4495,11,2
3,4495,1,2
3,4495,8,1
3,4495,11,2
4,4495,1,2
4,4495,5,2
4,4495,8,2
5,4495,1,2
5,4495,5,2
5,4495,8,1
6,4495,1,2
6,4495,5,2
6,4495,8,1
6,4495,11,2
8,4495,1,2
8,4495,5,2
9,4495,1,2
9,4495,8,1
9,4495,11,2
10,4495,1,2
10,4495,1,2
10,4495,8,1
10,4495,8,1
11,4495,1,2
11,4495,5,2
11,4495,8,1
12,4495,8,1
13,4495,1,2
13,4495,8,1
14,4495,1,2
14,4495,8,1
14,4495,11,2
15,4495,8,1
16,4495,1,2
16,4495,8,1
17,4495,1,2
17,4495,8,2
18,4495,1,2
18,4495,5,1
18,4495,11,1
19,4495,1,2
19,4495,8,1
20,4495,1,2
1,4499,1,2
1,4499,1,2
1,4499,11,2
1,4499,11,2
2,4499,1,2
3,4499,1,2
3,4499,3,2
3,4499,5,2
3,4499,8,2
3,4499,10,2
4,4499,1,2
4,4499,3,2
4,4499,8,2
5,4499,1,2
5,4499,3,2
5,4499,5,2
5,4499,10,2
5,4499,11,2
6,4499,3,2
7,4499,1,2
7,4499,3,1
7,4499,8,2
7,4499,10,2
7,4499,11,2
8,4499,1,2
8,4499,3,2
8,4499,5,2
8,4499,8,2
10,4499,1,2
10,4499,3,2
10,4499,11,1
10,4499,11,2
10,4499,11,2
11,4499,1,2
11,4499,3,2
11,4499,5,2
11,4499,11,2
11,4499,11,2
12,4499,1,2
12,4499,3,2
12,4499,11,2
12,4499,11,2
13,4499,1,2
13,4499,3,2
13,4499,5,2
14,4499,1,2
14,4499,3,2
14,4499,5,2
14,4499,11,2
15,4499,1,2
15,4499,3,2
15,4499,5,2
15,4499,11,2
16,4499,1,2
16,4499,3,2
16,4499,11,1
16,4499,11,2
16,4499,11,2
17,4499,1,2
17,4499,3,2
17,4499,5,2
17,4499,8,2
17,4499,11,1
18,4499,1,2
18,4499,3,2
18,4499,5,2
18,4499,11,2
19,4499,1,1
19,4499,3,2
19,4499,5,2
20,4499,1,2
20,4499,3,2
20,4499,5,2
20,4499,11,1
1,4502,1,2
2,4502,2,2
2,4502,11,2
5,4502,1,2
6,4502,1,2
6,4502,5,2
7,4502,1,2
8,4502,1,2
9,4502,1,2
9,4502,5,1
10,4502,1,2
13,4502,1,2
13,4502,5,2
14,4502,1,2
15,4502,1,2
15,4502,2,1
15,4502,5,2
16,4502,1,2
17,4502,1,2
17,4502,5,2
18,4502,1,2
18,4502,11,2
19,4502,1,2
20,4502,1,2
20,4502,5,2
2,4505,1,2
4,4505,1,1
5,4505,1,2
5,4505,4,1
5,4505,10,2
6,4505,1,1
6,4505,5,1
8,4505,1,2
8,4505,5,2
9,4505,1,2
10,4505,1,2
10,4505,4,2
11,4505,1,2
12,4505,1,2
13,4505,1,2
14,4505,1,2
15,4505,1,2
16,4505,1,2
17,4505,1,1
17,4505,5,2
17,4505,10,2
18,4505,1,2
18,4505,7,1
19,4505,1,2
19,4505,8,2
20,4505,1,2
23,4505,1,2
24,4505,1,2
25,4505,1,2
3,4509,1,1
8,4509,7,1
9,4509,7,1
14,4509,1,2
14,4509,1,1
14,4509,5,2
16,4509,1,2
17,4509,5,2
17,4509,7,1
18,4509,1,1
19,4509,1,2
19,4509,5,1
3,4512,1,2
5,4512,1,2
7,4512,1,2
9,4512,1,2
11,4512,1,2
13,4512,1,2
17,4512,1,2
20,4512,1,2
2,4515,10,2
3,4515,1,1
3,4515,5,1
4,4515,1,1
6,4515,1,2
11,4515,1,1
1,4519,1,2
1,4519,5,2
2,4519,1,2
3,4519,1,2
4,4519,1,2
4,4519,5,1
5,4519,1,2
5,4519,4,1
5,4519,5,2
6,4519,1,2
7,4519,1,2
7,4519,5,2
9,4519,1,2
11,4519,1,2
11,4519,5,2
12,4519,1,2
12,4519,5,2
13,4519,1,2
13,4519,5,2
14,4519,1,2
14,4519,5,2
16,4519,1,2
16,4519,5,2
17,4519,1,2
17,4519,5,2
18,4519,1,2
18,4519,5,2
19,4519,1,2
19,4519,5,2
20,4519,1,2
1,4522,1,2
2,4522,1,2
3,4522,1,2
4,4522,1,2
5,4522,1,2
6,4522,1,2
7,4522,1,2
8,4522,1,2
9,4522,1,2
10,4522,1,2
11,4522,1,2
12,4522,1,2
13,4522,1,2
14,4522,1,2
15,4522,1,2
16,4522,1,2
17,4522,1,2
18,4522,1,2
19,4522,1,2
20,4522,1,2
2,4525,1,2
3,4525,1,2
3,4525,3,1
4,4525,1,2
4,4525,10,2
5,4525,1,2
5,4525,10,2
7,4525,1,2
8,4525,1,2
8,4525,3,2
9,4525,1,1
9,4525,3,2
10,4525,1,2
11,4525,1,2
12,4525,1,2
14,4525,1,2
15,4525,1,2
15,4525,3,1
16,4525,1,2
17,4525,1,2
17,4525,10,1
17,4525,10,1
18,4525,1,2
18,4525,3,2
20,4525,2,1
1,4529,1,2
2,4529,1,2
3,4529,1,2
4,4529,1,1
5,4529,1,1
5,4529,5,2
6,4529,1,2
6,4529,5,2
7,4529,1,2
7,4529,5,2
8,4529,1,1
8,4529,5,2
9,4529,1,2
9,4529,10,2
10,4529,1,2
11,4529,1,2
11,4529,10,1
14,4529,1,2
14,4529,1,1
14,4529,5,2
15,4529,1,2
16,4529,1,2
16,4529,5,2
17,4529,1,2
18,4529,1,1
19,4529,1,2
20,4529,1,2
21,4529,1,2
21,4529,5,2
22,4529,1,2
22,4529,10,2
1,4532,1,2
2,4532,7,1
3,4532,1,2
3,4532,5,2
3,4532,8,2
4,4532,1,2
5,4532,1,2
5,4532,5,2
6,4532,1,2
6,4532,11,1
7,4532,1,2
8,4532,1,2
9,4532,1,2
12,4532,1,1
13,4532,1,2
14,4532,1,2
16,4532,5,2
17,4532,1,2
19,4532,1,2
20,4532,1,2
4,4535,11,2
5,4535,4,2
15,4535,8,2
15,4535,11,2
19,4535,1,2
20,4535,8,2
2,4539,1,2
3,4539,1,2
3,4539,7,1
4,4539,1,2
5,4539,1,2
6,4539,1,2
7,4539,1,2
8,4539,1,2
8,4539,6,2
9,4539,1,2
9,4539,6,2
10,4539,1,2
11,4539,1,2
12,4539,1,2
13,4539,1,1
14,4539,1,1
14,4539,2,2
14,4539,6,2
14,4539,8,2
14,4539,10,1
16,4539,1,2
16,4539,6,2
17,4539,1,2
18,4539,1,2
19,4539,1,2
19,4539,6,2
20,4539,1,2
1,4542,1,2
2,4542,1,2
3,4542,1,2
4,4542,1,2
5,4542,1,2
6,4542,1,2
7,4542,1,2
8,4542,1,2
9,4542,1,2
11,4542,1,2
12,4542,1,2
13,4542,1,2
14,4542,1,2
15,4542,1,2
16,4542,1,2
17,4542,1,2
18,4542,1,2
19,4542,1,2
20,4542,1,2
1,4545,1,2
1,4545,4,2
2,4545,1,2
5,4545,1,2
6,4545,1,2
7,4545,1,2
8,4545,1,2
8,4545,7,1
9,4545,1,2
10,4545,1,2
11,4545,1,2
12,4545,1,2
13,4545,1,2
14,4545,1,1
15,4545,1,2
16,4545,1,2
17,4545,1,2
19,4545,1,2
20,4545,1,2
21,4545,1,2
1,4549,1,2
2,4549,1,2
2,4549,7,1
3,4549,1,2
4,4549,1,2
5,4549,1,2
6,4549,1,2
7,4549,1,2
8,4549,2,2
9,4549,1,2
11,4549,1,2
13,4549,1,2
14,4549,1,2
15,4549,1,1
16,4549,1,2
17,4549,1,2
18,4549,1,2
19,4549,1,2
20,4549,1,2
20,4549,1,2
1,4552,1,2
1,4552,5,2
2,4552,1,2
3,4552,1,2
3,4552,5,2
4,4552,1,2
4,4552,5,2
5,4552,1,2
5,4552,5,2
6,4552,1,2
6,4552,5,2
7,4552,1,2
8,4552,1,2
8,4552,5,2
9,4552,1,2
9,4552,5,2
10,4552,1,2
10,4552,5,2
11,4552,1,2
11,4552,5,2
12,4552,1,2
12,4552,5,2
13,4552,1,2
13,4552,5,2
14,4552,1,2
14,4552,5,2
15,4552,1,2
15,4552,5,2
15,4552,11,1
16,4552,1,2
16,4552,11,1
17,4552,1,2
17,4552,5,2
18,4552,1,2
18,4552,5,2
19,4552,1,2
19,4552,5,2
19,4552,8,2
20,4552,1,2
20,4552,5,2
1,4555,1,2
2,4555,11,2
5,4555,10,2
8,4555,11,1
12,4555,11,1
13,4555,11,1
13,4555,11,1
17,4555,1,1
1,4559,7,2
9,4559,7,2
10,4559,1,1
11,4559,1,1
12,4559,1,1
14,4559,1,1
19,4559,1,1
19,4559,7,2
20,4559,11,1
1,4562,1,1
2,4562,1,1
3,4562,1,2
4,4562,1,2
6,4562,1,2
7,4562,1,2
8,4562,1,2
9,4562,1,2
10,4562,1,2
11,4562,1,2
12,4562,1,2
13,4562,1,2
14,4562,1,2
14,4562,11,2
15,4562,1,2
16,4562,1,2
17,4562,1,2
18,4562,1,2
19,4562,1,2
20,4562,1,2
7,4565,11,1
16,4565,11,1
17,4565,11,1
4,4569,7,2
6,4569,8,2
6,4569,10,2
13,4569,1,1
1,4572,1,1
1,4572,8,2
1,4572,10,2
2,4572,1,2
3,4572,1,2
3,4572,5,2
3,4572,11,2
4,4572,1,2
4,4572,1,1
4,4572,11,2
5,4572,1,2
6,4572,1,2
7,4572,1,2
7,4572,11,1
8,4572,1,2
9,4572,1,2
9,4572,10,2
9,4572,11,2
10,4572,1,2
10,4572,7,1
10,4572,11,1
11,4572,1,2
13,4572,1,2
13,4572,5,2
15,4572,10,2
16,4572,1,2
16,4572,11,1
17,4572,1,2
18,4572,1,2
18,4572,10,2
19,4572,1,2
19,4572,1,1
20,4572,1,2
7,4575,8,2
14,4575,8,2
14,4575,10,1
2,4579,1,2
2,4579,3,2
2,4579,5,2
2,4579,6,2
3,4579,1,2
3,4579,5,2
6,4579,1,2
6,4579,5,2
7,4579,1,2
7,4579,5,2
8,4579,1,2
9,4579,1,2
9,4579,5,2
11,4579,1,2
11,4579,5,2
12,4579,1,2
12,4579,11,2
13,4579,1,2
16,4579,1,2
16,4579,5,2
16,4579,8,2
17,4579,1,2
17,4579,5,2
18,4579,1,2
19,4579,1,2
20,4579,1,2
21,4579,10,2
22,4579,5,2
22,4579,8,2
1,4582,1,2
2,4582,1,2
2,4582,7,2
3,4582,1,1
3,4582,1,2
4,4582,1,2
5,4582,1,2
6,4582,1,2
6,4582,7,1
7,4582,1,1
8,4582,1,2
9,4582,1,2
10,4582,1,2
11,4582,1,2
12,4582,1,2
13,4582,1,2
14,4582,1,2
15,4582,1,2
15,4582,2,2
16,4582,1,2
17,4582,1,2
19,4582,1,2
20,4582,1,2
21,4582,1,2
1,4585,1,2
2,4585,1,2
3,4585,1,2
4,4585,1,2
5,4585,1,2
6,4585,1,2
8,4585,1,2
8,4585,8,1
9,4585,1,2
10,4585,1,2
11,4585,1,2
12,4585,1,2
13,4585,1,2
14,4585,1,2
16,4585,1,2
17,4585,1,2
18,4585,1,2
19,4585,1,2
20,4585,1,2
1,4589,1,2
1,4589,5,2
2,4589,1,2
3,4589,1,2
3,4589,5,2
4,4589,1,2
4,4589,5,2
7,4589,1,2
9,4589,1,1
9,4589,5,2
10,4589,1,2
10,4589,5,2
12,4589,1,2
14,4589,1,2
14,4589,5,2
16,4589,1,2
17,4589,1,2
17,4589,5,2
18,4589,1,2
18,4589,5,2
19,4589,1,2
20,4589,1,2
21,4589,1,2
21,4589,5,2
2,4592,1,2
2,4592,5,2
3,4592,1,2
3,4592,5,2
4,4592,1,2
5,4592,1,2
5,4592,5,2
5,4592,8,2
6,4592,1,2
7,4592,1,2
8,4592,1,2
8,4592,5,2
9,4592,1,2
9,4592,5,2
9,4592,7,2
10,4592,1,2
10,4592,5,2
10,4592,6,2
12,4592,1,2
13,4592,1,2
14,4592,1,2
14,4592,5,2
15,4592,1,2
15,4592,5,2
16,4592,1,1
16,4592,5,2
16,4592,8,2
17,4592,1,2
18,4592,1,2
18,4592,8,2
19,4592,1,2
24,4592,1,2
24,4592,5,2
1,4595,1,2
2,4595,1,2
2,4595,5,2
4,4595,1,1
5,4595,1,2
6,4595,1,2
7,4595,1,2
9,4595,1,2
11,4595,1,1
12,4595,1,2
13,4595,1,2
14,4595,1,2
15,4595,1,2
16,4595,1,2
17,4595,1,2
18,4595,1,2
19,4595,1,2
20,4595,1,2
3,4599,1,2
4,4599,1,2
5,4599,1,2
5,4599,5,2
6,4599,1,2
9,4599,1,2
10,4599,1,2
11,4599,1,2
12,4599,1,2
12,4599,5,2
13,4599,3,2
13,4599,3,2
15,4599,1,2
16,4599,1,2
16,4599,5,2
17,4599,1,2
17,4599,5,2
18,4599,1,2
18,4599,5,2
19,4599,1,2
20,4599,1,2
20,4599,5,2
21,4599,1,2
1,4602,1,2
1,4602,5,2
1,4602,11,2
2,4602,1,2
2,4602,11,2
3,4602,1,2
3,4602,5,2
3,4602,11,2
4,4602,1,2
4,4602,5,2
4,4602,11,2
5,4602,1,2
5,4602,5,2
6,4602,1,2
6,4602,5,2
7,4602,1,2
7,4602,5,2
7,4602,11,2
8,4602,1,2
8,4602,6,2
9,4602,1,2
9,4602,5,2
10,4602,1,2
10,4602,5,2
11,4602,1,2
11,4602,5,2
11,4602,11,2
12,4602,1,2
12,4602,5,2
12,4602,11,2
13,4602,1,2
13,4602,11,2
14,4602,1,2
14,4602,11,2
15,4602,1,2
15,4602,5,2
15,4602,11,2
16,4602,1,2
16,4602,5,2
16,4602,11,2
17,4602,1,2
19,4602,1,2
19,4602,5,2
19,4602,11,2
20,4602,1,2
2,4605,1,2
2,4605,5,2
2,4605,11,2
4,4605,1,2
4,4605,5,2
4,4605,6,2
4,4605,8,1
4,4605,11,2
7,4605,1,2
7,4605,5,2
7,4605,11,2
8,4605,1,2
9,4605,1,2
9,4605,11,2
10,4605,1,2
10,4605,8,2
10,4605,11,2
11,4605,1,2
11,4605,8,2
11,4605,11,2
14,4605,1,2
14,4605,11,2
15,4605,1,2
15,4605,11,2
16,4605,1,2
16,4605,5,2
16,4605,11,2
17,4605,1,2
17,4605,11,2
18,4605,1,2
18,4605,6,2
18,4605,8,2
18,4605,11,2
19,4605,1,2
20,4605,1,2
20,4605,11,2
21,4605,1,2
21,4605,8,2
21,4605,11,2
22,4605,1,2
22,4605,5,2
23,4605,1,2
23,4605,6,2
23,4605,11,2
24,4605,1,2
24,4605,5,2
24,4605,6,2
24,4605,11,2
25,4605,1,2
25,4605,6,2
25,4605,11,2
1,4609,1,1
2,4609,1,2
3,4609,1,2
4,4609,1,2
4,4609,11,2
5,4609,1,2
6,4609,1,1
7,4609,1,2
7,4609,11,2
8,4609,1,2
10,4609,1,2
10,4609,11,1
11,4609,1,1
11,4609,11,2
12,4609,1,2
13,4609,1,1
13,4609,11,1
14,4609,1,2
14,4609,11,2
15,4609,1,2
16,4609,1,2
16,4609,11,2
18,4609,1,2
19,4609,1,2
20,4609,1,2
2,4612,10,1
4,4612,10,2
10,4612,1,2
11,4612,1,2
12,4612,10,2
15,4612,1,2
16,4612,1,2
17,4612,1,2
18,4612,1,2
20,4612,1,2
1,4615,1,2
2,4615,1,2
2,4615,5,2
3,4615,1,2
3,4615,5,2
4,4615,1,2
4,4615,5,2
5,4615,1,2
5,4615,5,2
7,4615,1,2
7,4615,5,2
8,4615,1,2
8,4615,5,2
9,4615,1,2
10,4615,1,2
11,4615,1,2
11,4615,5,2
13,4615,1,2
14,4615,1,2
14,4615,5,2
16,4615,1,2
17,4615,1,2
17,4615,5,2
19,4615,1,2
20,4615,1,2
20,4615,5,2
21,4615,1,2
21,4615,5,2
22,4615,1,2
22,4615,5,2
22,4615,10,1
23,4615,1,2
1,4619,1,2
2,4619,1,2
3,4619,1,2
4,4619,1,2
5,4619,1,2
6,4619,1,2
6,4619,4,2
8,4619,1,2
9,4619,1,2
10,4619,1,2
11,4619,1,2
12,4619,1,2
13,4619,1,2
14,4619,1,2
15,4619,1,2
16,4619,1,2
17,4619,1,2
18,4619,1,2
19,4619,1,2
1,4622,1,2
2,4622,1,1
3,4622,1,2
3,4622,11,1
4,4622,1,2
5,4622,1,2
6,4622,1,2
7,4622,1,2
8,4622,1,2
9,4622,1,2
10,4622,1,2
11,4622,1,2
11,4622,8,1
12,4622,1,2
13,4622,1,2
13,4622,11,2
14,4622,1,2
15,4622,1,2
16,4622,1,2
16,4622,11,1
17,4622,1,2
17,4622,1,2
17,4622,8,1
17,4622,8,2
18,4622,5,1
18,4622,8,1
18,4622,11,2
19,4622,1,2
19,4622,5,2
20,4622,1,2
20,4622,8,1
1,4625,1,2
3,4625,1,2
3,4625,4,2
4,4625,1,2
