nh,clust,Processed_food_code,Sell_any_processed_food
5,4625,1,2
5,4625,10,1
6,4625,1,2
7,4625,1,2
8,4625,1,2
8,4625,5,2
9,4625,1,2
11,4625,1,2
11,4625,5,2
13,4625,1,2
14,4625,1,2
14,4625,2,1
15,4625,1,2
15,4625,5,2
16,4625,1,2
17,4625,1,2
18,4625,1,1
19,4625,6,1
20,4625,1,2
20,4625,2,2
1,4629,1,2
1,4629,5,2
2,4629,1,2
4,4629,1,2
5,4629,1,2
6,4629,1,2
7,4629,1,2
8,4629,1,2
8,4629,5,2
9,4629,1,2
11,4629,1,2
13,4629,1,2
13,4629,5,2
14,4629,1,2
14,4629,5,2
15,4629,7,1
16,4629,1,1
16,4629,3,2
16,4629,4,2
16,4629,5,2
17,4629,3,2
18,4629,1,2
19,4629,1,2
20,4629,1,2
21,4629,1,2
21,4629,5,2
23,4629,1,2
23,4629,5,2
25,4629,1,2
14,4632,5,1
14,4632,11,1
16,4632,11,1
17,4632,1,1
20,4632,1,2
1,4635,1,2
2,4635,1,2
3,4635,1,2
3,4635,10,2
4,4635,1,2
5,4635,1,2
7,4635,1,2
8,4635,1,2
9,4635,1,2
11,4635,1,2
13,4635,1,2
14,4635,1,2
15,4635,1,2
19,4635,1,2
21,4635,1,2
3,4639,10,1
11,4639,1,1
12,4639,1,1
12,4639,11,2
1,4642,1,2
2,4642,5,2
2,4642,11,2
3,4642,11,2
4,4642,1,2
4,4642,5,2
5,4642,1,2
5,4642,5,2
7,4642,1,2
7,4642,5,2
8,4642,1,2
9,4642,1,2
9,4642,5,2
11,4642,1,2
11,4642,5,2
12,4642,1,2
12,4642,5,2
13,4642,1,2
13,4642,5,2
14,4642,1,2
14,4642,5,2
16,4642,1,2
16,4642,5,2
17,4642,1,2
17,4642,5,2
18,4642,1,2
18,4642,1,2
19,4642,1,2
19,4642,5,2
20,4642,1,2
1,4645,1,2
2,4645,1,2
2,4645,3,2
2,4645,5,2
4,4645,1,2
4,4645,5,2
5,4645,2,1
5,4645,2,1
7,4645,1,2
7,4645,5,2
7,4645,8,2
8,4645,1,2
9,4645,1,2
10,4645,1,1
10,4645,5,2
11,4645,1,2
11,4645,3,1
11,4645,5,2
12,4645,1,1
12,4645,5,2
13,4645,1,2
13,4645,5,2
15,4645,1,2
15,4645,4,1
16,4645,1,2
16,4645,5,2
18,4645,1,2
18,4645,5,2
19,4645,1,2
19,4645,4,1
19,4645,5,2
19,4645,8,2
20,4645,1,2
20,4645,5,2
22,4645,1,2
23,4645,1,2
24,4645,1,2
24,4645,5,2
25,4645,1,2
25,4645,5,2
1,4649,1,2
2,4649,1,2
3,4649,1,2
4,4649,1,2
5,4649,1,2
6,4649,1,2
7,4649,1,2
8,4649,1,2
9,4649,1,2
10,4649,1,2
11,4649,1,2
12,4649,1,2
13,4649,1,2
14,4649,1,2
15,4649,1,2
16,4649,1,2
17,4649,1,2
17,4649,5,1
18,4649,1,2
19,4649,1,2
20,4649,1,2
6,4652,1,1
1,4655,1,2
2,4655,1,2
2,4655,8,2
3,4655,1,2
5,4655,1,2
7,4655,1,2
8,4655,1,2
9,4655,1,2
10,4655,1,2
10,4655,8,2
11,4655,1,1
12,4655,1,2
13,4655,1,2
14,4655,1,2
15,4655,1,2
16,4655,1,1
17,4655,1,2
20,4655,1,1
5,4659,11,2
7,4659,11,2
16,4659,11,2
18,4659,1,1
3,4665,1,2
4,4665,1,2
15,4665,1,2
16,4665,1,2
18,4665,1,2
19,4665,1,2
20,4665,1,2
7,4669,1,2
7,4669,2,2
11,4669,1,2
18,4669,1,2
18,4669,11,1
20,4669,1,2
20,4669,11,1
9,4672,10,2
12,4672,1,1
1,4675,1,2
4,4675,1,2
5,4675,1,2
6,4675,1,2
7,4675,1,2
8,4675,1,2
9,4675,1,2
10,4675,1,2
11,4675,1,2
12,4675,1,2
13,4675,1,2
14,4675,1,2
15,4675,1,2
16,4675,1,2
18,4675,1,2
19,4675,1,2
20,4675,1,2
21,4675,1,2
1,4679,1,2
4,4679,1,2
5,4679,1,2
5,4679,8,2
6,4679,1,2
7,4679,1,2
8,4679,1,2
8,4679,3,2
9,4679,1,2
10,4679,1,2
11,4679,1,2
13,4679,1,2
13,4679,8,2
14,4679,1,2
15,4679,1,2
15,4679,8,2
16,4679,1,2
17,4679,1,2
18,4679,1,2
19,4679,1,2
22,4679,1,2
24,4679,1,2
12,4682,3,1
20,4682,6,1
1,4685,1,2
3,4685,1,2
5,4685,1,2
6,4685,1,2
7,4685,1,2
7,4685,5,2
8,4685,1,1
10,4685,1,2
10,4685,5,2
12,4685,1,1
12,4685,5,1
13,4685,1,2
14,4685,1,2
15,4685,1,2
17,4685,1,2
19,4685,1,2
19,4685,5,2
23,4685,1,2
24,4685,1,2
25,4685,1,2
25,4685,5,2
1,4689,1,2
3,4689,1,1
3,4689,5,2
4,4689,1,2
5,4689,1,2
6,4689,1,2
7,4689,1,2
8,4689,1,2
9,4689,1,2
11,4689,11,1
12,4689,1,2
13,4689,1,2
14,4689,7,2
15,4689,1,2
16,4689,1,2
16,4689,5,2
16,4689,7,2
18,4689,1,2
19,4689,1,2
19,4689,5,2
21,4689,1,2
1,4692,1,2
5,4692,1,1
6,4692,1,2
6,4692,10,2
8,4692,1,2
9,4692,1,2
10,4692,1,2
11,4692,1,2
14,4692,1,2
15,4692,1,2
16,4692,1,2
19,4692,1,2
20,4692,1,2
21,4692,1,2
1,4695,1,2
1,4695,5,2
2,4695,1,2
2,4695,3,2
2,4695,5,2
2,4695,11,2
3,4695,1,2
4,4695,1,2
4,4695,5,2
4,4695,11,2
5,4695,1,2
5,4695,5,2
6,4695,1,2
7,4695,1,2
8,4695,1,2
8,4695,5,2
8,4695,11,2
9,4695,1,2
10,4695,1,2
10,4695,5,2
10,4695,11,2
11,4695,1,2
12,4695,1,2
12,4695,5,2
13,4695,1,2
13,4695,5,2
13,4695,11,2
14,4695,1,2
14,4695,5,2
14,4695,6,2
14,4695,11,2
16,4695,1,2
16,4695,5,2
16,4695,11,2
17,4695,1,2
17,4695,5,2
17,4695,11,2
18,4695,1,2
18,4695,3,2
18,4695,5,2
18,4695,11,2
19,4695,1,2
20,4695,1,2
20,4695,5,2
20,4695,6,2
20,4695,7,2
22,4695,1,2
22,4695,5,2
22,4695,11,2
1,4699,1,2
1,4699,3,2
1,4699,11,2
1,4699,11,2
2,4699,1,2
2,4699,3,2
2,4699,5,2
2,4699,8,2
2,4699,11,2
3,4699,1,2
3,4699,5,2
3,4699,11,2
4,4699,1,2
4,4699,3,2
4,4699,5,2
4,4699,11,2
4,4699,11,2
5,4699,1,2
5,4699,5,2
6,4699,1,2
6,4699,5,2
8,4699,1,2
8,4699,5,2
8,4699,11,2
8,4699,11,2
9,4699,1,2
9,4699,5,2
11,4699,1,2
11,4699,5,2
11,4699,11,2
12,4699,1,2
12,4699,5,2
12,4699,8,2
12,4699,11,2
13,4699,1,2
14,4699,1,2
14,4699,11,2
15,4699,1,2
15,4699,3,2
17,4699,1,2
17,4699,11,2
22,4699,1,2
22,4699,5,2
1,4702,1,2
3,4702,1,2
6,4702,1,2
8,4702,1,2
12,4702,1,2
13,4702,1,2
13,4702,5,2
13,4702,8,2
15,4702,1,2
18,4702,1,2
21,4702,1,2
22,4702,1,2
4,4705,1,2
6,4705,1,2
7,4705,1,2
8,4705,1,2
9,4705,1,2
10,4705,1,2
11,4705,1,2
12,4705,1,2
12,4705,11,2
13,4705,1,2
14,4705,1,2
16,4705,1,2
17,4705,1,2
18,4705,1,2
19,4705,1,2
20,4705,1,2
4,4709,1,2
5,4709,1,2
9,4709,1,2
12,4709,1,2
13,4709,1,2
14,4709,1,2
16,4709,1,1
18,4709,1,2
2,4712,1,2
3,4712,1,2
4,4712,1,2
5,4712,1,2
7,4712,1,2
8,4712,1,2
12,4712,1,2
13,4712,1,2
14,4712,1,2
16,4712,1,2
17,4712,1,2
19,4712,1,2
20,4712,1,2
3,4715,1,2
7,4715,1,2
12,4715,1,2
13,4715,1,2
14,4715,1,2
17,4715,1,2
19,4715,1,2
1,4719,1,2
2,4719,1,2
4,4719,1,2
6,4719,1,2
8,4719,1,2
9,4719,1,2
10,4719,1,2
11,4719,1,2
12,4719,1,2
14,4719,1,2
15,4719,1,2
16,4719,1,2
18,4719,1,2
20,4719,1,2
22,4719,1,2
23,4719,1,2
2,4722,1,2
3,4722,1,2
4,4722,1,2
6,4722,1,2
7,4722,1,2
8,4722,1,1
11,4722,1,1
12,4722,1,2
18,4722,1,2
19,4722,1,2
22,4722,1,2
25,4722,1,2
10,4725,5,2
12,4725,1,2
16,4725,2,1
19,4725,11,2
3,4729,1,2
7,4729,1,2
11,4729,1,2
11,4729,1,2
13,4729,1,2
14,4729,1,2
15,4729,1,2
16,4729,1,2
17,4729,1,2
18,4729,1,2
19,4729,1,2
1,4732,1,2
7,4732,1,2
9,4732,1,2
11,4732,7,1
12,4732,1,2
13,4732,1,2
15,4732,1,2
16,4732,1,2
20,4732,10,1
23,4735,2,2
1,4739,5,2
2,4739,5,2
4,4739,1,2
10,4739,1,2
10,4739,5,2
13,4739,1,2
20,4739,1,2
4,4742,1,2
1,4745,1,2
2,4745,1,1
3,4745,1,2
3,4745,2,1
4,4745,1,2
5,4745,1,1
6,4745,1,2
6,4745,5,2
8,4745,1,2
8,4745,5,2
9,4745,1,2
10,4745,1,2
11,4745,1,2
12,4745,1,2
12,4745,5,2
13,4745,1,2
13,4745,5,2
15,4745,1,2
17,4745,1,2
19,4745,1,2
20,4745,1,2
20,4745,5,2
20,4745,8,2
21,4745,1,2
7,4750,1,1
7,4750,3,1
15,4750,10,1
15,4750,10,1
1,4752,3,1
1,4752,3,1
1,4752,10,1
2,4752,10,2
4,4752,10,2
5,4752,10,1
8,4752,1,1
8,4752,3,2
9,4752,1,1
9,4752,5,1
10,4752,1,1
11,4752,11,2
12,4752,3,2
12,4752,10,2
12,4752,10,2
15,4752,1,1
15,4752,10,2
17,4752,1,1
18,4752,2,2
19,4752,10,2
19,4752,10,1
2,4755,1,1
2,4755,5,1
3,4755,1,1
3,4755,3,1
3,4755,5,1
5,4755,10,1
9,4755,3,1
11,4755,8,2
15,4755,11,1
17,4755,8,2
18,4755,5,1
2,4765,1,2
5,4765,1,1
6,4765,1,2
14,4765,1,2
5,4769,7,1
7,4769,8,1
10,4769,8,1
1,4772,1,2
2,4772,1,2
4,4772,1,2
4,4772,2,2
5,4772,1,1
6,4772,1,2
7,4772,1,2
7,4772,7,2
8,4772,1,2
9,4772,2,2
10,4772,1,2
12,4772,1,2
13,4772,1,2
14,4772,1,2
16,4772,1,2
18,4772,1,2
20,4772,1,2
4,4775,1,1
8,4775,3,1
16,4775,1,1
1,4779,1,2
2,4779,1,2
3,4779,1,2
3,4779,2,2
3,4779,2,2
4,4779,1,2
5,4779,1,2
6,4779,1,2
7,4779,1,2
7,4779,6,2
8,4779,1,2
10,4779,1,2
11,4779,2,2
13,4779,1,2
14,4779,1,2
15,4779,1,2
16,4779,1,2
17,4779,1,2
18,4779,1,2
19,4779,1,2
20,4779,1,2
20,4779,2,2
1,4782,1,2
1,4782,7,2
2,4782,1,2
2,4782,5,2
2,4782,7,2
3,4782,1,2
3,4782,5,2
4,4782,1,2
4,4782,5,2
4,4782,7,2
4,4782,8,2
5,4782,1,2
5,4782,5,2
5,4782,7,2
6,4782,1,2
6,4782,5,2
7,4782,1,2
7,4782,5,2
7,4782,8,2
7,4782,11,1
8,4782,1,2
8,4782,7,2
9,4782,1,2
9,4782,7,1
10,4782,1,2
10,4782,5,2
10,4782,7,2
10,4782,8,2
11,4782,1,2
11,4782,5,2
12,4782,1,2
12,4782,7,2
13,4782,1,2
13,4782,9,2
14,4782,1,2
14,4782,5,2
14,4782,7,1
15,4782,1,2
15,4782,5,2
15,4782,7,2
16,4782,1,2
16,4782,5,2
16,4782,7,2
17,4782,5,2
17,4782,7,1
17,4782,11,2
18,4782,1,1
18,4782,5,2
18,4782,7,1
18,4782,11,2
19,4782,1,2
19,4782,5,2
19,4782,7,2
20,4782,1,1
20,4782,7,1
20,4782,8,2
1,4785,1,1
2,4785,1,2
2,4785,5,2
4,4785,1,2
5,4785,1,2
5,4785,7,1
6,4785,1,2
6,4785,7,2
7,4785,1,2
8,4785,1,2
10,4785,1,2
11,4785,1,2
12,4785,2,2
13,4785,1,2
14,4785,1,2
14,4785,7,2
15,4785,2,2
16,4785,1,2
16,4785,11,1
17,4785,1,2
19,4785,1,2
19,4785,1,2
20,4785,1,2
20,4785,5,2
21,4785,1,2
21,4785,1,1
22,4785,1,2
23,4785,1,2
1,4790,11,1
3,4790,6,2
4,4790,1,2
7,4790,1,2
7,4790,3,2
7,4790,5,2
7,4790,8,2
8,4790,1,2
10,4790,1,2
11,4790,1,2
11,4790,11,2
12,4790,1,2
14,4790,1,2
14,4790,5,2
16,4790,1,2
16,4790,5,2
17,4790,1,2
17,4790,3,2
18,4790,1,2
18,4790,5,2
18,4790,8,2
18,4790,11,2
20,4790,5,2
20,4790,6,2
23,4790,5,2
24,4790,6,2
1,4792,1,2
1,4792,5,2
1,4792,6,2
1,4792,8,2
2,4792,1,2
2,4792,5,2
2,4792,6,2
3,4792,1,2
3,4792,6,2
4,4792,1,2
4,4792,4,2
4,4792,5,2
4,4792,6,2
5,4792,1,2
5,4792,5,2
5,4792,11,2
6,4792,1,2
6,4792,11,2
7,4792,1,2
7,4792,4,1
7,4792,6,2
8,4792,1,2
9,4792,1,2
9,4792,5,2
9,4792,6,2
9,4792,8,2
10,4792,1,2
10,4792,5,2
10,4792,6,2
11,4792,1,2
11,4792,6,2
11,4792,11,2
12,4792,1,2
12,4792,4,2
12,4792,5,2
12,4792,6,2
13,4792,1,2
13,4792,5,2
13,4792,6,2
14,4792,1,2
14,4792,6,2
14,4792,8,2
14,4792,11,2
15,4792,1,2
15,4792,5,1
15,4792,6,2
16,4792,1,2
16,4792,5,1
16,4792,6,2
16,4792,11,2
17,4792,1,2
17,4792,6,2
18,4792,1,2
18,4792,8,2
19,4792,1,2
19,4792,5,2
19,4792,6,2
19,4792,8,1
20,4792,1,2
20,4792,2,2
20,4792,5,2
1,4795,1,2
1,4795,5,2
1,4795,11,2
2,4795,1,2
3,4795,1,2
3,4795,11,2
4,4795,1,2
5,4795,1,2
5,4795,11,2
6,4795,1,2
6,4795,11,2
7,4795,1,2
7,4795,5,2
9,4795,1,2
10,4795,1,2
11,4795,1,2
11,4795,11,2
12,4795,1,2
13,4795,1,2
13,4795,11,2
14,4795,1,2
14,4795,5,2
14,4795,11,2
15,4795,1,2
15,4795,5,2
15,4795,6,2
16,4795,1,2
17,4795,1,2
17,4795,5,2
17,4795,6,2
18,4795,1,2
18,4795,5,2
18,4795,6,2
19,4795,1,2
19,4795,5,2
19,4795,6,2
20,4795,1,2
20,4795,5,2
20,4795,6,2
1,4799,1,2
1,4799,5,2
1,4799,11,2
2,4799,5,2
2,4799,11,2
3,4799,1,2
3,4799,5,2
3,4799,8,2
3,4799,11,2
4,4799,1,2
4,4799,5,2
4,4799,8,1
4,4799,10,1
4,4799,11,2
5,4799,1,2
5,4799,8,2
5,4799,10,2
5,4799,11,2
6,4799,1,2
6,4799,5,2
6,4799,8,2
6,4799,11,2
7,4799,1,2
7,4799,5,2
7,4799,8,2
7,4799,11,2
8,4799,1,2
8,4799,5,2
8,4799,8,2
8,4799,10,2
8,4799,11,2
9,4799,1,2
9,4799,8,2
9,4799,10,2
9,4799,10,2
9,4799,11,2
10,4799,1,2
10,4799,5,2
10,4799,8,2
10,4799,10,2
10,4799,11,2
11,4799,1,2
11,4799,5,2
11,4799,8,1
11,4799,10,2
11,4799,11,1
12,4799,1,2
12,4799,5,2
12,4799,8,2
12,4799,10,2
12,4799,11,2
13,4799,1,2
13,4799,5,2
13,4799,8,2
13,4799,10,2
13,4799,11,2
14,4799,1,2
14,4799,8,2
14,4799,10,2
14,4799,10,2
14,4799,11,2
15,4799,1,2
15,4799,8,2
15,4799,10,2
15,4799,11,2
16,4799,1,2
16,4799,5,2
16,4799,10,2
16,4799,11,2
17,4799,1,2
17,4799,5,2
17,4799,11,2
18,4799,1,2
18,4799,11,2
19,4799,1,2
19,4799,5,2
19,4799,8,2
19,4799,10,2
19,4799,11,2
20,4799,1,2
20,4799,5,2
20,4799,8,2
20,4799,10,2
20,4799,11,1
1,4802,1,2
2,4802,1,2
2,4802,5,2
2,4802,11,2
3,4802,1,2
3,4802,8,2
3,4802,11,2
4,4802,1,2
4,4802,5,2
4,4802,6,2
4,4802,8,2
4,4802,11,2
5,4802,1,2
5,4802,5,2
5,4802,11,1
6,4802,1,2
6,4802,5,2
6,4802,6,2
6,4802,8,2
6,4802,11,2
7,4802,1,2
7,4802,5,2
7,4802,6,2
7,4802,8,2
7,4802,11,2
8,4802,1,2
8,4802,5,2
8,4802,11,2
9,4802,1,2
9,4802,5,2
9,4802,8,2
9,4802,11,2
10,4802,1,2
10,4802,8,1
10,4802,11,2
11,4802,1,2
11,4802,5,2
11,4802,11,2
12,4802,1,2
12,4802,5,2
12,4802,8,2
12,4802,11,2
13,4802,1,2
13,4802,5,2
13,4802,8,2
13,4802,11,2
14,4802,1,2
14,4802,5,2
14,4802,8,2
14,4802,11,2
15,4802,1,2
15,4802,5,2
15,4802,11,2
16,4802,1,2
16,4802,5,2
16,4802,8,2
16,4802,11,2
17,4802,1,2
17,4802,11,2
18,4802,1,2
18,4802,5,2
18,4802,8,2
18,4802,11,1
18,4802,11,2
19,4802,1,2
19,4802,5,2
19,4802,8,1
19,4802,11,2
20,4802,1,2
20,4802,5,2
20,4802,8,2
20,4802,11,2
1,4805,6,2
1,4805,11,2
2,4805,1,2
2,4805,6,2
2,4805,11,2
3,4805,1,2
3,4805,6,2
4,4805,1,2
4,4805,6,2
4,4805,11,2
5,4805,1,2
5,4805,8,2
5,4805,11,2
6,4805,1,2
6,4805,6,2
6,4805,11,2
7,4805,1,2
8,4805,1,2
9,4805,1,2
9,4805,6,2
9,4805,11,2
10,4805,1,2
10,4805,6,2
10,4805,11,2
11,4805,6,2
11,4805,11,2
12,4805,6,1
12,4805,11,2
13,4805,1,2
13,4805,6,2
13,4805,11,2
14,4805,1,2
14,4805,6,2
14,4805,11,2
15,4805,1,2
15,4805,6,2
15,4805,11,2
16,4805,1,2
16,4805,6,2
16,4805,11,2
17,4805,11,2
18,4805,1,2
18,4805,6,2
18,4805,11,2
19,4805,1,2
19,4805,6,2
19,4805,11,2
20,4805,6,2
20,4805,8,2
20,4805,11,2
1,4809,1,2
1,4809,5,2
1,4809,9,2
1,4809,11,1
2,4809,1,2
2,4809,3,2
2,4809,5,2
2,4809,6,2
3,4809,1,2
3,4809,5,2
3,4809,8,2
3,4809,11,1
4,4809,1,2
4,4809,5,2
4,4809,6,2
4,4809,11,1
5,4809,1,2
5,4809,6,2
5,4809,9,1
5,4809,11,1
6,4809,1,2
6,4809,6,2
6,4809,11,1
7,4809,1,2
7,4809,5,2
7,4809,11,1
9,4809,1,2
9,4809,5,2
9,4809,11,2
10,4809,1,2
10,4809,5,2
10,4809,6,2
10,4809,11,2
11,4809,1,2
11,4809,11,1
12,4809,5,2
12,4809,11,2
13,4809,1,2
13,4809,5,2
13,4809,6,2
14,4809,8,2
14,4809,11,2
15,4809,1,2
15,4809,5,1
15,4809,6,2
15,4809,9,2
15,4809,11,2
16,4809,1,2
16,4809,5,2
16,4809,6,2
16,4809,11,1
17,4809,1,2
17,4809,5,2
17,4809,6,2
17,4809,11,2
18,4809,1,2
18,4809,8,2
18,4809,11,2
19,4809,1,2
19,4809,5,2
20,4809,1,2
20,4809,5,2
20,4809,6,2
20,4809,8,2
20,4809,11,1
24,4809,1,2
24,4809,5,2
24,4809,6,2
24,4809,8,2
24,4809,11,1
1,4812,1,2
1,4812,2,2
1,4812,3,2
1,4812,5,2
1,4812,9,2
1,4812,11,1
2,4812,1,2
2,4812,2,2
2,4812,3,2
2,4812,5,2
2,4812,6,2
2,4812,11,2
3,4812,1,2
3,4812,2,2
3,4812,5,2
3,4812,9,2
3,4812,11,1
4,4812,1,2
4,4812,2,2
4,4812,5,2
4,4812,9,2
5,4812,1,2
5,4812,2,2
5,4812,3,2
5,4812,5,2
5,4812,6,2
5,4812,9,2
6,4812,1,2
6,4812,2,2
6,4812,3,2
6,4812,5,2
6,4812,6,2
6,4812,9,2
7,4812,1,2
7,4812,2,2
7,4812,5,2
8,4812,1,2
8,4812,2,2
8,4812,2,2
8,4812,11,1
9,4812,1,2
9,4812,2,2
9,4812,5,2
9,4812,6,2
9,4812,8,2
10,4812,1,2
10,4812,5,2
10,4812,6,2
10,4812,8,2
11,4812,1,2
11,4812,2,2
11,4812,5,2
11,4812,6,2
11,4812,8,2
12,4812,1,2
12,4812,3,2
12,4812,6,2
12,4812,7,1
12,4812,11,2
13,4812,3,2
13,4812,5,2
13,4812,6,2
13,4812,8,2
14,4812,3,2
14,4812,6,2
14,4812,11,2
15,4812,3,2
15,4812,6,2
15,4812,7,1
15,4812,11,2
16,4812,3,2
16,4812,6,2
16,4812,7,1
16,4812,11,2
17,4812,3,2
17,4812,6,2
17,4812,7,1
17,4812,11,1
18,4812,6,2
18,4812,7,2
18,4812,11,1
19,4812,1,2
19,4812,3,2
19,4812,6,2
19,4812,7,1
19,4812,11,2
20,4812,3,2
20,4812,6,2
20,4812,7,1
20,4812,11,2
1,4815,5,2
1,4815,7,1
1,4815,11,2
2,4815,1,2
2,4815,5,2
2,4815,11,2
3,4815,3,2
3,4815,7,1
3,4815,8,1
4,4815,1,2
4,4815,3,2
4,4815,5,2
4,4815,7,1
4,4815,8,2
4,4815,11,2
5,4815,1,2
5,4815,3,2
5,4815,5,2
5,4815,6,2
5,4815,7,2
5,4815,11,2
6,4815,1,2
6,4815,3,2
6,4815,7,1
6,4815,11,2
7,4815,1,2
7,4815,3,2
7,4815,7,2
7,4815,11,2
8,4815,1,2
8,4815,7,1
9,4815,1,2
9,4815,3,2
9,4815,6,2
9,4815,7,1
9,4815,8,2
9,4815,11,2
10,4815,1,2
10,4815,3,2
10,4815,6,2
10,4815,7,1
10,4815,11,2
11,4815,1,2
11,4815,3,2
11,4815,5,2
11,4815,7,1
11,4815,8,2
11,4815,11,2
12,4815,1,2
12,4815,3,2
12,4815,5,2
12,4815,7,1
12,4815,11,2
13,4815,1,2
13,4815,3,2
13,4815,7,2
15,4815,1,2
15,4815,7,1
15,4815,11,2
16,4815,1,2
16,4815,2,2
16,4815,3,2
16,4815,7,1
16,4815,8,2
16,4815,11,2
17,4815,1,2
17,4815,3,2
17,4815,6,2
17,4815,7,1
17,4815,8,2
17,4815,11,2
18,4815,1,2
18,4815,3,2
18,4815,5,2
18,4815,7,1
18,4815,8,2
18,4815,11,2
19,4815,1,2
19,4815,3,2
19,4815,5,2
19,4815,7,1
19,4815,8,2
19,4815,11,2
20,4815,1,2
20,4815,3,2
20,4815,5,2
20,4815,6,2
20,4815,7,1
20,4815,11,2
1,4819,1,2
1,4819,5,2
2,4819,1,2
2,4819,6,2
2,4819,8,2
3,4819,1,2
3,4819,6,2
3,4819,8,2
4,4819,1,2
4,4819,6,2
4,4819,8,2
5,4819,1,2
5,4819,8,2
6,4819,1,2
6,4819,8,2
7,4819,1,2
7,4819,5,2
7,4819,6,2
8,4819,1,2
8,4819,6,2
8,4819,8,2
9,4819,1,2
9,4819,5,2
9,4819,8,2
10,4819,1,2
10,4819,5,2
10,4819,6,2
11,4819,1,2
11,4819,5,2
11,4819,8,2
12,4819,1,2
12,4819,6,2
13,4819,1,2
13,4819,6,2
14,4819,1,2
14,4819,5,2
14,4819,8,2
15,4819,1,2
15,4819,6,2
16,4819,1,2
16,4819,5,2
16,4819,8,2
17,4819,1,2
17,4819,5,2
17,4819,6,2
17,4819,8,2
18,4819,1,2
18,4819,5,2
18,4819,6,2
18,4819,8,2
19,4819,1,2
19,4819,5,2
19,4819,6,2
20,4819,1,2
20,4819,5,2
20,4819,6,2
20,4819,8,2
1,4822,1,2
1,4822,6,1
2,4822,1,2
2,4822,3,2
2,4822,6,1
3,4822,1,2
3,4822,6,2
4,4822,1,2
4,4822,6,2
5,4822,1,2
5,4822,6,2
5,4822,7,2
6,4822,1,2
7,4822,1,2
7,4822,5,2
7,4822,6,2
8,4822,1,2
8,4822,6,2
9,4822,1,2
9,4822,2,2
9,4822,3,2
9,4822,6,1
10,4822,1,2
10,4822,3,1
10,4822,6,1
12,4822,1,2
13,4822,1,2
13,4822,3,2
13,4822,6,2
14,4822,3,2
14,4822,6,1
15,4822,1,2
15,4822,3,2
15,4822,6,2
16,4822,1,2
16,4822,3,2
16,4822,6,1
17,4822,1,2
17,4822,6,1
18,4822,1,2
18,4822,2,2
18,4822,3,1
18,4822,6,1
1,4825,2,2
1,4825,2,2
4,4825,1,2
4,4825,6,1
5,4825,1,2
5,4825,6,2
6,4825,1,2
7,4825,1,2
7,4825,6,2
9,4825,1,2
9,4825,2,2
9,4825,6,2
10,4825,6,2
11,4825,1,2
11,4825,6,2
12,4825,1,2
12,4825,6,2
13,4825,1,2
13,4825,6,2
14,4825,1,2
14,4825,6,2
15,4825,1,2
15,4825,6,2
16,4825,1,2
16,4825,6,2
17,4825,1,1
17,4825,6,2
18,4825,1,2
18,4825,6,2
19,4825,1,2
19,4825,6,2
19,4825,8,2
20,4825,1,2
21,4825,1,2
21,4825,6,2
23,4825,1,2
23,4825,6,2
8,4829,1,1
14,4829,1,2
16,4829,4,2
20,4829,4,2
1,4832,1,2
1,4832,5,2
1,4832,6,2
1,4832,10,1
2,4832,1,2
2,4832,5,2
3,4832,1,1
3,4832,6,2
4,4832,1,2
4,4832,5,2
4,4832,6,2
5,4832,1,2
5,4832,5,2
6,4832,1,2
6,4832,6,2
7,4832,1,2
7,4832,6,2
8,4832,1,2
8,4832,6,2
10,4832,2,1
10,4832,6,2
11,4832,1,2
11,4832,5,2
12,4832,1,2
12,4832,2,2
12,4832,5,2
13,4832,3,2
16,4832,1,2
19,4832,1,2
19,4832,6,2
20,4832,1,2
20,4832,6,2
1,4835,1,2
1,4835,7,1
2,4835,1,2
2,4835,7,1
4,4835,1,2
5,4835,1,2
6,4835,1,2
6,4835,7,2
8,4835,1,2
8,4835,7,1
10,4835,1,2
11,4835,1,2
12,4835,1,2
12,4835,7,1
13,4835,1,2
14,4835,1,2
15,4835,1,2
15,4835,7,1
16,4835,1,2
16,4835,7,1
17,4835,1,2
18,4835,1,2
18,4835,7,1
19,4835,1,2
19,4835,7,1
20,4835,1,2
2,4839,4,1
2,4839,5,1
2,4839,9,1
3,4839,4,2
4,4839,4,1
6,4839,1,2
6,4839,9,1
7,4839,4,2
7,4839,9,2
9,4839,2,2
9,4839,4,1
9,4839,6,2
10,4839,6,2
11,4839,6,2
12,4839,4,2
12,4839,5,2
13,4839,4,2
13,4839,6,2
13,4839,9,1
14,4839,1,2
14,4839,4,1
14,4839,5,2
14,4839,6,2
15,4839,4,1
15,4839,5,2
16,4839,5,1
17,4839,4,2
18,4839,1,2
18,4839,4,2
18,4839,6,2
18,4839,8,2
19,4839,4,2
19,4839,5,2
20,4839,6,2
1,4842,1,2
1,4842,2,2
1,4842,8,2
2,4842,1,2
2,4842,2,2
2,4842,9,2
3,4842,1,2
3,4842,2,2
3,4842,8,2
4,4842,1,2
4,4842,2,2
4,4842,8,2
5,4842,1,2
5,4842,2,2
5,4842,5,2
5,4842,8,2
6,4842,1,2
6,4842,2,2
7,4842,1,2
7,4842,2,2
7,4842,8,2
7,4842,9,2
8,4842,1,2
8,4842,2,2
8,4842,8,2
10,4842,1,2
10,4842,2,2
10,4842,9,2
11,4842,1,2
11,4842,2,2
11,4842,8,1
11,4842,9,2
12,4842,1,2
12,4842,2,2
12,4842,8,2
